Age,Annual_Income,Monthly_Spending,Credit_Score,Savings,Loan_Amount,Years_Employed,Purchases_Per_Year,Website_Visits_Per_Month,Spending_Score
39,59856.34,1433.8,680.7,60377.16,84537.14,15,25.51,22.41,69.86
47,77442.73,1263.63,612.53,102211.42,225652.83,22,12.57,11.54,45.73
21,29396.83,1000.0,549.1,17660.67,66666.17,0,18.8,19.28,58.05
30,63679.46,1571.5,597.72,56036.01,186702.57,4,11.97,12.82,47.89
40,45776.94,1000.0,604.1,41874.14,183015.59,13,11.01,9.59,67.64
25,76524.57,1222.37,743.37,500.0,35311.82,0,17.59,24.59,49.49
35,72367.21,1247.85,703.66,33474.24,107072.15,6,14.01,17.21,43.53
29,73020.27,1000.0,746.78,18538.68,136230.23,9,13.24,13.22,59.53
48,89616.87,1578.01,663.21,66105.36,146583.89,21,18.66,15.36,57.33
31,80274.26,2548.12,783.95,96056.25,255816.41,7,16.36,21.02,49.89
51,57166.42,2276.22,682.55,21093.89,44686.62,27,12.39,9.33,49.63
35,59977.18,1136.43,623.01,59546.66,166511.06,17,11.23,19.88,57.53
51,70816.89,1076.12,711.33,40768.71,102101.21,26,24.21,14.78,45.3
28,62451.14,2299.27,785.95,77862.57,117713.75,7,10.24,26.01,59.51
58,72693.12,1000.0,784.01,82908.26,11813.08,36,16.43,14.39,48.93
29,19854.23,1000.0,635.05,38209.19,16813.95,6,17.58,10.81,56.14
66,93854.46,1583.38,771.98,35665.55,110129.95,45,23.43,18.06,42.63
32,61098.51,1228.66,734.44,82482.25,111304.09,10,17.28,15.54,52.0
48,30795.62,1000.0,651.35,20157.16,19155.69,21,9.96,9.16,36.34
66,43551.72,1000.0,583.68,48115.79,162361.65,44,14.26,16.76,39.36
46,21672.11,1000.0,623.1,500.0,83807.75,28,6.55,11.01,59.25
43,40375.77,1000.0,669.01,37865.43,132241.84,23,12.61,29.7,35.88
35,57439.53,2621.47,642.04,69464.62,251442.45,15,14.24,15.41,43.39
49,87264.86,2042.28,766.0,85628.45,347183.19,31,17.71,10.77,39.61
39,67392.14,2913.52,763.3,57876.75,84897.65,15,12.8,13.1,53.85
55,64191.49,1209.01,689.97,40510.75,119295.43,37,7.94,11.25,61.83
34,39568.12,1000.0,658.46,18009.74,71098.13,10,20.22,16.6,50.11
40,45159.26,1415.5,614.26,23380.77,89904.76,19,19.66,21.97,27.94
41,46555.3,1000.0,590.39,16407.59,187539.58,15,19.03,22.16,59.85
67,47289.68,1853.76,587.91,51919.85,79840.2,43,16.62,13.46,45.29
25,53672.34,1457.41,648.36,57244.7,159155.58,3,16.22,14.59,58.22
58,55031.8,1970.5,684.82,57872.27,139714.72,34,12.03,3.89,54.38
23,53896.59,1000.0,582.61,18339.85,206967.26,0,12.46,9.37,44.24
22,47916.16,1624.93,730.43,41141.32,91914.54,0,22.07,19.12,42.01
61,62430.96,2016.67,735.34,55259.0,132132.12,38,24.66,22.97,36.59
46,54340.53,2048.02,686.14,36872.39,80275.41,28,14.51,14.48,70.96
45,31279.79,1000.0,630.55,7363.06,97646.73,22,13.15,9.99,42.22
28,60618.87,2643.32,652.71,57755.25,247244.86,10,19.72,24.34,48.23
18,57898.25,2578.98,607.28,34287.36,184292.11,0,16.26,21.42,60.62
60,31566.71,1308.04,613.14,16261.01,30156.23,39,14.0,20.33,45.84
36,49356.57,1558.08,695.06,46493.17,88672.47,11,14.64,23.0,23.2
26,70747.31,1875.48,690.02,85984.49,120273.41,4,12.39,8.75,38.23
44,39543.9,1000.0,576.14,35140.85,113044.81,22,12.09,15.61,50.54
51,37640.78,1658.99,588.53,3576.93,9402.54,24,13.1,18.73,36.09
61,54152.09,2394.93,684.11,24651.9,123231.03,33,2.81,18.33,60.8
21,71212.78,1000.0,740.73,27424.19,128338.03,0,17.56,24.77,38.66
53,92585.9,2258.75,850.0,104032.77,292233.85,28,30.87,25.33,40.95
35,71860.84,3006.27,735.67,33488.56,164597.03,17,15.04,7.58,38.19
32,79526.9,1208.42,701.09,89307.55,177321.16,10,18.12,11.63,58.5
68,66240.56,1262.03,685.34,80295.51,130023.8,39,12.42,17.06,30.11
30,47667.91,2150.9,595.88,38012.06,63493.02,8,9.3,11.82,67.82
36,71730.8,2922.53,765.0,42272.95,240475.97,11,15.62,12.45,65.96
66,58459.06,2508.02,625.19,12029.91,231208.67,45,18.99,8.36,58.56
23,66786.61,1151.3,674.91,76091.19,82934.65,0,15.51,20.29,32.8
65,42971.46,1000.0,650.58,49661.62,33628.71,41,12.43,7.93,48.33
29,68396.02,2235.22,776.98,80695.37,215187.65,3,19.32,25.61,27.37
68,57830.85,1690.08,802.02,28707.28,109979.58,45,16.78,11.75,63.54
54,64162.64,1440.46,632.17,63269.44,57125.25,34,17.81,15.25,52.74
34,58468.68,2453.44,704.1,40285.83,141397.09,13,21.8,16.92,59.65
40,55010.34,2340.49,664.0,53009.39,108804.03,22,20.82,22.75,47.11
43,68724.43,1527.25,694.95,66559.31,86157.67,19,24.35,18.69,54.64
46,52690.36,1000.0,645.34,23480.48,197196.29,19,9.2,10.39,47.12
50,31403.61,1000.0,538.65,25968.95,72159.69,30,17.43,15.45,51.94
44,26268.54,1000.0,653.81,13013.97,7164.98,24,20.86,15.21,58.68
42,63319.5,1072.04,596.32,59840.3,130258.54,22,8.17,10.8,28.71
27,51950.08,1469.04,649.21,31752.79,176881.64,2,15.09,16.89,53.92
64,28876.21,1000.0,654.01,500.0,121294.94,38,10.17,15.64,60.37
40,61917.63,2598.7,695.97,25200.9,84866.52,13,16.07,19.3,45.12
38,58310.26,1304.62,644.77,51287.17,44517.62,19,21.57,23.69,69.81
38,51006.96,1590.83,624.68,47381.02,81623.86,11,8.12,1.83,28.74
60,64442.57,2402.63,732.9,59816.25,22380.8,33,17.67,17.25,69.83
30,83671.69,2707.94,737.26,38440.7,215245.17,12,15.54,11.41,36.51
54,83122.63,3682.52,747.93,34907.44,235285.02,28,24.2,21.99,52.85
50,62587.76,2038.85,715.76,69572.14,80105.31,27,18.36,18.55,53.35
41,58475.21,2488.83,717.28,28040.27,260888.19,15,15.06,16.58,50.6
61,62839.23,1298.8,663.4,63623.15,192080.56,38,12.69,5.86,36.92
28,65562.12,2045.0,635.23,27645.26,93690.22,9,29.85,37.86,70.99
34,55170.63,1688.78,620.38,37034.48,1000.0,16,16.92,28.35,41.28
21,63141.78,2871.8,751.57,75363.28,148686.67,0,9.21,8.34,81.75
64,31674.67,1000.0,598.11,28111.66,32564.6,44,9.11,5.81,32.07
42,61464.28,1057.17,628.18,60911.67,132441.99,24,18.21,31.96,63.41
47,68582.64,2255.62,663.75,82136.13,196913.39,22,13.21,19.78,31.17
26,51182.85,1021.43,705.95,40597.86,41891.78,0,12.08,17.2,42.28
38,58281.49,1970.22,678.75,44620.09,70964.5,20,20.76,13.41,14.99
37,39992.9,1796.33,544.62,17649.49,108123.79,12,18.49,26.0,66.91
36,37494.36,1651.63,562.89,40192.75,95780.84,18,10.89,8.28,56.04
36,63794.67,1288.87,743.26,18340.69,241125.17,10,22.23,19.64,28.1
29,46867.87,1000.0,615.05,43473.24,173489.76,3,11.13,19.68,35.27
54,28017.14,1000.0,678.32,22051.86,77874.95,25,21.27,17.83,26.6
59,39987.99,1281.98,706.16,35547.37,104734.46,33,16.69,17.85,43.89
34,42605.18,1473.07,694.85,41781.19,185777.22,14,15.71,21.87,46.83
54,73942.45,2751.87,744.25,54072.55,292432.73,33,15.47,9.77,60.68
65,63224.05,2056.8,736.16,59639.98,51610.4,43,13.28,20.1,43.96
56,44311.16,1000.0,630.42,32677.53,72960.27,33,2.8,15.0,63.43
45,49420.21,1919.41,646.92,27124.08,61230.97,19,13.47,14.09,33.34
58,83617.52,1266.85,696.85,68757.9,256076.53,30,18.31,23.98,44.56
52,76849.84,1011.84,728.54,29787.52,236116.88,23,8.55,7.11,38.33
64,39874.91,1521.44,562.54,52276.77,90461.97,43,18.1,9.99,40.68
65,80943.47,2491.32,743.11,50075.56,140033.78,42,17.29,7.2,56.55
35,58548.68,2095.25,621.15,64978.3,126508.65,17,21.93,22.92,61.05
31,74393.01,1879.04,684.1,85910.05,132705.6,12,14.02,17.08,33.26
52,57060.46,1000.0,556.21,32135.73,111880.03,27,21.89,17.4,49.5
61,81344.93,1914.36,708.81,92922.4,354905.41,40,15.89,21.98,49.25
58,39126.83,1282.23,584.99,54236.42,1000.0,31,13.66,11.34,63.25
24,55401.89,1109.34,652.3,48183.94,103642.46,0,16.62,10.42,72.93
58,81896.28,2901.32,799.27,64939.55,245394.75,37,17.98,12.84,53.67
30,16933.05,1000.0,548.43,4353.56,41608.08,4,13.22,21.31,52.64
35,59170.89,1635.62,719.28,9620.89,205989.77,9,6.29,13.61,52.84
54,52916.17,2206.11,702.34,61763.85,73730.69,33,14.59,14.38,35.68
30,72323.9,2964.84,780.43,64644.17,272625.4,5,16.83,15.43,45.52
53,79258.44,3310.51,697.01,79537.09,271833.83,30,7.99,7.76,33.77
48,73145.11,2526.03,666.25,37218.09,18057.81,30,20.53,7.2,64.47
19,64338.0,1457.88,687.77,43323.55,85217.9,0,11.88,5.32,47.49
33,60730.16,1733.34,635.29,48276.73,68077.07,15,20.78,18.85,50.4
26,53831.21,1947.81,651.15,36037.31,115513.2,6,15.81,19.02,54.62
26,63779.51,1244.9,648.61,48451.36,104869.48,1,13.51,12.82,57.2
55,86273.79,3203.18,703.96,74014.07,322725.55,29,23.65,13.8,73.38
28,45050.78,1386.2,651.15,27349.66,24042.45,8,22.81,29.1,56.13
39,52762.53,1000.0,742.22,38144.85,55219.03,21,15.47,8.97,48.93
50,58640.82,1822.33,664.66,11116.15,59656.16,32,22.74,21.0,66.17
53,78016.79,1148.87,746.53,40188.88,228570.33,29,16.92,17.64,48.07
62,64019.44,1000.0,694.98,14292.71,264201.52,40,21.21,31.58,37.61
40,77702.67,3275.5,731.56,41344.23,148286.55,22,15.93,11.43,24.09
62,78613.98,2266.48,800.15,54600.15,33114.81,39,26.99,24.13,55.92
62,70656.66,2162.78,699.52,53062.16,45629.99,39,22.45,21.61,48.03
51,40848.11,1000.0,476.8,15201.12,73883.45,30,16.44,10.82,68.29
26,89899.69,2750.17,730.22,28068.2,258801.36,2,6.32,10.93,45.97
41,85422.85,1548.63,761.07,61040.84,118211.06,17,20.79,17.37,39.7
25,61143.72,2284.02,678.62,35948.28,229862.31,0,9.94,10.41,59.44
24,35128.14,1403.19,595.05,32339.96,30321.56,0,15.28,12.08,53.61
53,31911.03,1309.28,572.78,20474.01,136137.72,24,19.58,24.59,60.09
35,64577.68,1036.8,697.6,40250.7,111606.59,17,19.9,18.3,55.39
20,47368.49,1472.77,734.59,49002.01,117075.23,0,19.03,14.31,57.48
45,29090.6,1147.87,572.59,11459.94,139734.66,18,11.04,1.9,49.55
23,31571.42,1000.0,692.07,5452.44,158545.24,3,5.53,18.28,41.84
61,51540.31,1000.0,675.85,35654.76,158862.56,37,11.3,13.29,46.35
61,63508.73,2523.29,660.36,62482.69,62124.9,40,14.7,21.73,47.43
38,85302.83,3331.75,794.92,64955.43,86313.49,17,18.46,24.12,71.61
45,68715.97,1886.7,596.59,38992.24,297196.7,16,23.22,23.13,53.04
57,53134.72,1000.0,658.72,59636.22,206555.48,39,18.97,22.84,45.65
18,66839.09,1985.4,723.85,34337.61,81009.24,0,27.78,30.78,71.36
53,65230.22,1673.81,719.59,59067.03,268990.92,26,11.52,7.87,36.0
38,73311.81,2183.59,748.6,30461.15,217214.02,19,23.15,25.67,59.91
60,59281.04,1610.26,710.46,23079.23,68661.61,41,20.3,20.64,35.31
52,78651.56,2473.63,749.33,64823.31,53081.07,34,17.28,12.65,27.59
30,74840.13,2749.45,757.05,29248.03,59120.95,5,12.68,18.18,64.19
66,61488.6,2356.78,659.28,12123.22,68924.87,43,13.07,9.35,41.08
27,57853.96,1974.71,726.5,70659.62,140454.86,4,12.47,16.49,25.09
61,76555.47,1464.61,708.96,10678.66,112796.2,34,26.21,24.77,41.65
64,47157.46,1213.71,693.54,31977.16,88038.57,37,18.86,14.96,45.74
27,32880.97,1000.0,597.74,40253.33,132412.61,1,17.62,26.75,81.4
63,32778.64,1000.0,608.15,41381.87,99098.72,41,13.72,18.94,17.28
30,45665.26,2047.84,676.69,51704.98,140721.92,9,13.42,10.37,61.21
54,71873.74,2435.87,783.41,31537.08,162129.78,26,18.87,24.48,43.07
55,52389.62,1000.0,658.99,32256.84,225135.85,32,15.75,14.28,47.51
41,63681.29,1366.13,700.77,61479.36,132193.04,16,15.89,14.1,41.32
19,51084.67,1000.0,537.02,15567.27,76079.46,1,16.94,21.65,65.94
39,51227.57,1000.0,614.56,50977.24,166353.38,15,9.79,15.14,51.1
34,41541.65,1194.8,556.63,32961.11,42143.42,9,15.49,14.6,40.37
53,58345.88,1400.02,656.8,9499.46,49683.02,27,15.28,23.57,58.97
31,56847.05,1097.08,640.49,61647.84,81767.29,3,12.11,9.57,67.38
27,67427.97,1172.34,666.67,25145.46,106127.71,2,19.95,26.08,67.68
52,65178.56,2240.12,649.03,59113.47,192383.69,28,25.49,19.09,81.32
42,56451.35,1755.83,693.0,47064.09,30449.87,22,22.04,22.26,65.73
20,32890.4,1334.96,518.11,19399.6,64788.1,1,11.88,11.53,53.24
64,79270.43,1475.1,688.72,46394.25,250024.43,44,21.25,23.86,41.86
55,58469.2,2383.57,676.9,16521.18,169429.61,34,20.06,8.87,60.94
34,61433.57,1951.36,727.94,32084.7,160848.25,13,16.74,11.51,43.66
29,88808.91,1898.21,724.57,27784.11,80880.89,6,18.76,21.01,67.79
69,76348.0,1650.52,776.31,41659.57,142442.66,40,19.35,22.97,45.08
41,68036.09,1735.78,581.18,53793.0,57104.65,17,29.37,22.38,60.09
46,59958.5,1669.1,679.97,9669.75,114152.43,17,17.28,22.48,35.94
60,59790.38,1000.0,693.15,56863.09,129340.1,39,9.64,8.27,41.84
42,64322.06,2609.33,648.49,9871.18,178621.98,15,11.2,15.44,36.39
53,67324.32,1114.31,643.03,71553.57,250096.07,30,15.88,15.41,68.64
43,90805.23,2598.42,778.12,68185.02,68262.27,17,12.85,6.48,45.28
55,104518.79,2640.73,811.95,98343.74,212518.77,32,19.79,27.66,48.86
18,65224.69,1929.1,659.16,37183.53,167543.39,0,27.65,21.56,45.49
37,21241.03,1000.0,550.73,23804.1,56285.55,19,9.57,8.02,29.9
45,42868.6,1949.22,601.52,26457.5,3328.44,17,8.85,9.29,36.35
33,92606.94,1220.16,834.1,28571.46,120010.13,6,18.22,15.62,42.01
64,72935.75,1867.74,749.41,65224.44,248760.62,37,16.77,17.77,36.51
34,67668.84,2690.09,711.73,45781.45,171547.35,12,11.82,10.91,38.75
57,56996.92,1332.97,755.91,27961.87,108582.98,30,9.51,9.04,54.16
45,38597.6,1317.51,662.36,65343.1,140978.85,18,20.64,21.87,45.99
29,90200.22,4110.9,826.58,95403.14,49030.35,9,21.52,20.1,61.25
44,45182.22,1538.86,706.7,25827.97,164467.49,19,12.1,15.79,42.53
59,73127.61,1185.13,712.36,35965.34,94504.64,32,11.54,11.64,48.68
64,36587.37,1485.36,554.96,23407.34,44048.88,45,11.07,14.26,52.85
47,56123.72,2509.96,588.1,5252.68,125734.12,19,9.48,4.03,38.12
58,77873.23,2822.93,766.88,21959.25,232691.24,39,14.89,20.88,62.05
51,55505.5,1469.17,623.02,32618.09,15630.42,31,25.89,21.07,53.42
54,53367.9,2354.24,809.81,21279.0,128533.28,34,16.53,15.48,34.25
23,60191.45,2695.72,642.67,54507.19,51549.67,0,12.93,16.79,43.92
24,35951.95,1570.04,562.19,4397.53,58858.05,0,16.99,18.12,48.9
49,32565.36,1000.0,632.69,21685.92,34711.45,27,8.61,14.2,40.52
49,72856.26,2828.54,754.5,500.0,151626.01,24,15.26,22.52,19.56
42,52400.22,1797.64,738.06,38026.04,139971.96,14,5.97,7.96,32.34
50,72716.73,1344.55,706.92,48585.33,54867.43,22,23.64,21.35,59.94
24,80127.29,2431.9,792.59,93024.07,125081.21,1,17.0,30.34,50.44
69,81575.57,3052.81,737.42,88676.69,51319.45,40,14.06,12.47,48.52
29,30821.85,1305.73,617.03,6367.72,91209.87,10,16.33,13.07,54.93
33,47439.07,1957.02,632.7,32334.97,140848.2,5,9.51,15.61,45.95
33,69676.54,1230.16,795.15,54151.85,130633.33,12,12.03,18.11,40.83
60,69954.03,2012.42,811.9,25299.68,242631.46,34,15.1,19.8,39.9
53,100489.88,2858.16,747.93,8712.94,200057.03,32,14.06,11.54,49.5
30,43662.96,1853.84,688.45,19760.05,186828.33,8,11.1,12.07,36.82
24,81027.03,1018.07,701.22,37011.05,193717.04,2,17.11,16.96,57.99
53,66700.94,2476.19,752.39,52597.56,135122.35,26,16.13,14.82,65.16
64,30475.75,1009.4,665.23,23244.93,90041.16,39,6.42,10.32,15.84
68,50139.33,2166.97,607.13,25816.95,46086.68,45,13.79,13.1,51.74
26,64725.5,1794.88,639.18,45109.26,183257.83,0,19.38,26.19,51.49
49,29321.4,1009.31,565.68,17467.14,115744.43,25,16.67,11.71,55.44
28,22669.69,1018.43,620.57,21418.94,51114.21,5,9.78,20.58,42.82
25,28297.63,1055.41,606.3,1658.36,25800.46,3,11.89,7.07,67.59
50,64664.41,1000.0,682.82,58679.19,119158.07,28,15.23,25.56,46.31
40,51275.99,1000.0,686.28,17906.57,119730.12,20,8.17,15.35,49.37
42,48840.8,1947.85,633.38,13837.23,155182.21,18,12.18,10.05,53.42
25,49458.81,1170.19,654.31,27251.06,63925.76,0,18.93,18.23,55.43
62,34365.8,1238.22,627.62,500.0,20322.09,40,17.5,20.78,49.84
39,51784.74,1855.32,676.84,16463.41,115358.76,15,17.24,20.65,54.42
21,27232.84,1242.45,657.77,35143.53,80015.64,2,1.0,5.1,41.35
57,81377.54,2291.79,690.03,25945.63,161016.22,31,14.23,9.89,43.67
20,90461.93,3355.63,813.99,50620.57,227028.64,0,21.38,25.23,67.96
46,18130.85,1000.0,512.08,8600.23,15496.69,24,20.38,20.65,32.72
58,51555.67,1439.42,636.45,61111.07,34285.57,39,15.08,22.59,37.58
46,52727.79,1000.0,651.0,53422.83,60688.12,23,15.75,15.48,28.81
51,56859.28,2303.88,651.53,34317.94,96217.61,26,15.12,16.59,28.06
51,78027.55,3159.88,673.56,25217.19,241488.68,27,11.27,19.99,34.92
45,51608.21,1051.71,634.54,53197.7,42810.36,20,16.92,18.05,47.31
30,58411.47,1349.86,687.49,43168.85,30621.19,9,8.23,4.27,55.16
32,113622.99,4080.87,834.83,85333.93,419830.41,12,20.94,12.44,58.15
40,57996.73,2152.19,740.26,44484.71,100726.47,16,16.24,7.76,57.84
61,91792.32,3159.59,770.52,48614.64,361941.96,42,19.43,14.22,41.1
43,69035.78,3156.53,707.78,48199.84,284812.36,21,10.41,10.18,70.96
21,50033.24,2074.18,658.31,43646.53,155115.89,0,11.46,17.47,51.03
43,47026.79,1241.6,635.1,43805.18,146391.37,25,18.15,22.79,67.02
57,59869.09,1400.89,701.11,58684.38,178956.64,36,16.35,5.96,43.02
26,39723.48,1286.84,595.86,15029.78,43513.22,7,10.46,15.41,42.02
22,44450.41,1767.11,580.88,500.0,116857.61,0,9.09,9.52,53.71
49,52384.91,1484.84,653.93,36358.04,173578.17,20,19.25,20.22,34.97
37,65280.18,2421.23,713.15,56145.02,202705.74,19,16.7,26.33,35.6
67,92867.95,1220.16,785.94,17207.36,379361.34,43,13.63,10.44,60.11
28,51270.82,2223.17,613.82,38649.97,189367.24,8,14.18,17.4,52.74
32,68307.32,2615.79,712.14,47893.85,90497.61,3,12.8,19.27,46.65
49,30697.84,1000.0,622.64,9492.9,71424.72,31,14.58,15.62,64.63
45,79085.2,2000.89,746.37,89561.02,194872.85,20,24.18,18.83,44.19
39,29009.71,1000.0,555.08,19899.5,105532.97,15,7.5,7.07,78.83
58,74370.96,2952.91,726.56,92688.62,75895.79,39,18.22,15.36,46.6
34,58543.35,2231.73,752.25,6257.72,162346.32,10,16.55,17.75,42.34
43,57828.25,1937.73,626.78,17778.78,146938.2,23,5.06,5.12,57.68
61,54595.24,1000.0,713.1,26536.67,128722.65,35,19.62,21.69,40.12
24,36577.45,1000.0,508.81,31033.08,1000.0,0,24.15,24.0,56.9
59,37531.13,1043.26,588.06,39851.08,136477.43,37,14.44,6.52,71.25
43,75057.36,1603.66,705.81,31776.19,174471.71,19,24.3,27.64,49.13
42,60214.86,1623.74,729.29,20150.9,142295.68,22,9.75,22.87,47.59
27,54463.98,1091.02,743.16,43622.55,58117.22,9,11.85,10.9,52.98
62,67981.16,1641.97,754.01,54471.03,186637.02,44,17.15,21.59,62.13
36,61823.59,2117.04,708.49,39014.54,213361.69,8,11.91,20.07,46.44
28,45727.23,1931.76,685.01,35269.55,4669.93,9,14.76,18.92,70.97
30,104297.93,2642.32,752.03,37276.62,397506.95,5,25.45,25.62,52.85
25,73333.61,2608.01,760.22,32426.99,177848.5,7,12.92,5.58,61.13
57,62287.23,1058.45,637.27,54578.7,228515.65,29,21.47,18.61,43.29
21,50755.0,1549.41,619.0,19499.32,186466.4,0,5.46,8.06,51.38
64,77149.67,3334.68,749.25,500.0,105149.19,42,14.87,22.09,53.12
48,45823.78,1000.0,581.86,26916.74,84958.6,22,13.6,8.11,48.23
45,44308.05,1000.0,688.09,33352.67,75290.17,16,9.8,21.61,36.61
28,90479.86,1530.6,771.5,45991.32,125210.96,2,16.27,24.57,47.9
60,60552.15,1832.96,623.09,56514.23,125914.49,41,23.04,16.16,61.69
18,46259.71,1626.25,706.71,47322.44,52966.24,0,20.83,13.33,50.37
66,60102.34,1000.0,668.47,14604.08,260968.21,38,19.61,24.14,72.98
64,75303.36,1117.71,718.54,65474.37,275030.46,45,22.74,19.47,51.26
69,71182.58,2953.2,703.63,11373.58,249570.74,45,14.02,13.59,47.02
55,77536.72,2148.37,601.34,34076.39,242721.58,32,11.64,18.05,50.11
41,37507.99,1047.66,669.14,25614.93,82874.53,15,9.71,5.93,49.42
64,77084.68,3390.65,732.52,100309.89,87267.6,37,14.41,19.93,66.7
48,56776.94,1315.73,677.22,95689.99,121400.85,29,12.63,7.67,43.72
58,61603.81,2612.05,715.45,35743.54,203638.91,34,18.8,11.68,54.1
63,81770.9,3677.66,732.1,35797.88,351080.27,42,19.79,23.44,61.33
67,72649.06,1493.41,667.48,77642.49,125659.62,45,16.39,19.93,66.66
43,66318.94,1965.34,657.07,31592.43,156107.36,23,16.06,5.32,54.59
66,24288.06,1000.0,612.16,31216.04,48449.3,43,17.9,21.96,31.62
67,59180.97,2448.45,677.01,17280.64,168336.31,40,9.46,21.27,26.69
22,45875.84,1038.18,682.89,52907.27,1000.0,0,18.54,18.53,59.27
37,72798.82,2846.54,771.58,41121.95,151254.7,12,6.72,16.12,53.24
69,77837.25,3492.32,773.44,55094.54,268435.42,42,14.95,14.36,47.04
58,54563.44,2210.43,720.23,55786.41,186638.27,30,23.01,26.53,47.41
28,47993.25,2054.34,611.95,20294.83,106787.95,2,16.3,3.22,51.62
50,88013.41,3178.32,791.13,46204.35,291310.42,29,16.47,13.44,48.11
67,49143.34,2095.07,626.4,35431.2,204095.32,38,19.49,32.87,46.3
55,38498.32,1000.0,566.25,500.0,124341.31,34,16.83,24.29,53.3
44,45011.92,1631.47,655.77,12661.05,103157.83,18,17.27,15.55,50.71
51,50010.01,1845.16,683.97,36103.9,159863.54,26,13.99,14.69,39.66
32,44495.47,1207.58,617.99,14429.89,87238.43,3,19.25,12.9,48.76
49,75217.04,1140.14,727.79,86690.25,172406.04,30,14.3,15.1,31.88
38,20437.56,1000.0,592.95,24502.01,41372.24,13,8.59,2.41,22.42
63,44113.91,1000.0,604.8,36043.39,65191.87,45,23.78,24.34,50.7
22,59145.05,1493.22,713.91,36529.61,257331.93,0,13.41,11.61,55.27
23,63784.43,1634.31,650.56,54998.23,111182.14,0,6.22,12.86,35.3
55,90453.03,4142.51,789.71,67401.46,54070.6,30,24.36,19.21,57.31
39,87814.28,1975.24,709.04,61074.52,160275.4,11,25.59,19.75,57.84
35,31186.73,1242.74,654.13,28353.6,68888.57,13,11.94,17.93,41.48
31,25655.14,1000.0,607.79,5969.01,44060.13,9,2.09,4.28,45.09
27,60449.48,1823.09,771.83,72825.55,59315.42,7,15.77,14.18,36.38
63,47882.67,1455.14,601.6,45634.87,80183.36,41,25.15,30.19,57.55
30,38543.53,1289.6,645.59,26701.99,27689.2,9,14.87,22.87,27.52
48,60290.18,2381.47,680.0,46896.74,61419.45,30,19.88,23.19,48.5
47,64152.55,2431.22,626.48,60485.15,150043.71,21,20.55,19.53,66.25
20,44898.57,1700.17,639.67,33450.4,1000.0,0,19.35,30.99,54.28
47,48766.47,1312.3,671.89,16579.84,83820.2,26,24.19,28.88,46.67
23,46283.25,1700.87,727.51,22807.82,169060.57,3,20.03,15.81,38.19
46,52593.16,1518.74,635.08,56899.06,136826.6,23,14.86,19.12,74.74
25,69745.99,1027.48,730.59,67454.95,142049.46,7,11.4,8.13,34.9
61,40597.69,1712.12,635.6,5122.76,1000.0,39,16.21,18.62,62.25
62,48467.67,2043.98,637.57,25819.9,102923.47,38,13.88,13.85,41.33
60,52812.92,1228.57,653.93,30386.25,196380.98,41,18.87,15.52,50.65
61,59878.46,2572.58,713.23,51573.71,92878.66,34,11.67,15.54,43.79
50,64967.72,2453.58,690.38,61062.14,240323.22,24,14.99,11.25,33.86
34,96760.64,2502.23,779.7,65378.98,199974.39,5,19.73,17.61,43.23
65,70298.26,1655.54,688.1,72752.88,109717.71,42,12.33,16.01,60.45
28,70726.76,3183.04,644.61,70276.3,256848.54,9,17.27,17.61,26.94
30,55200.97,2001.27,707.62,44770.96,201418.82,5,19.45,17.76,51.24
67,42362.42,1064.44,603.82,15836.42,80385.22,42,23.79,20.16,70.21
28,50492.15,1711.66,706.96,46126.43,51439.93,10,11.37,11.65,55.85
48,47214.02,1489.64,698.39,35839.82,76215.6,19,19.25,26.49,55.99
45,67060.15,2010.78,809.1,34906.81,132033.88,27,6.82,15.0,51.84
61,30276.93,1029.11,610.84,31061.33,123055.98,43,12.99,5.77,45.33
23,70665.61,2149.71,737.21,23040.49,136436.53,0,17.42,12.15,48.45
58,57889.69,1987.14,701.22,65278.16,54345.08,37,19.86,12.82,63.23
33,73200.27,3129.48,731.31,54785.75,178008.3,12,14.72,13.11,36.99
21,46969.65,2142.23,694.01,27916.99,48851.94,0,15.92,22.34,59.36
52,43775.35,1582.17,627.61,28681.44,117373.37,34,19.92,14.91,39.12
65,52679.96,2287.75,682.89,30840.06,94960.5,38,9.63,14.06,36.33
43,52248.31,2148.12,651.86,4185.35,43829.8,23,5.43,14.36,59.54
29,74514.27,1664.24,664.54,71429.4,274603.66,1,22.85,10.17,50.99
28,74342.49,3241.1,756.52,62877.36,149419.89,10,12.45,11.02,43.22
54,94290.42,1401.18,659.13,46206.28,353608.56,28,21.71,12.21,70.77
42,51081.14,1200.27,677.96,52916.25,166421.96,15,24.86,19.24,41.61
35,15000.0,1000.0,593.93,500.0,71158.69,6,15.68,18.4,74.49
36,52630.39,1582.27,684.35,28159.67,103150.41,10,10.41,3.67,51.7
40,64151.84,1961.79,656.94,38590.24,268001.18,16,9.1,11.4,61.58
55,72861.55,2841.33,788.17,15177.72,207899.47,26,13.39,5.56,38.01
35,65464.88,1243.19,778.05,37269.63,69679.73,10,17.41,10.84,63.19
43,51067.0,2310.06,683.15,51517.83,68256.5,25,13.86,20.7,59.77
23,90854.96,2460.53,850.0,108450.47,325137.13,1,25.89,26.61,50.01
21,41392.76,1827.96,719.57,38152.27,135210.19,2,17.47,10.87,49.25
61,55056.39,1391.3,636.3,52232.04,62564.63,43,11.85,13.29,27.34
68,40561.62,1320.67,580.69,47819.66,171260.56,45,18.29,16.64,34.2
