Age,Income,Credit_Score,Experience_Years,Employment_Years,Existing_Loans,Loan_Amount,Debt_to_Income_Ratio,Loan_Approved
41,20933,763,9,9,2,1525711,6.074,0
41,221690,733,21,10,2,1342767,0.505,1
27,199659,690,0,0,2,1502104,0.627,0
52,73326,621,31,2,2,2270098,2.58,0
42,145306,625,15,0,1,2812309,1.613,1
62,199341,698,38,17,0,1425978,0.596,1
31,119686,677,0,0,0,1300530,0.906,0
54,52828,820,22,1,2,162936,0.257,0
34,99611,661,12,11,2,1004435,0.84,0
61,67288,799,27,19,1,264458,0.328,1
42,96890,658,20,11,0,794054,0.683,0
45,219391,629,21,8,3,1411080,0.536,0
36,184694,720,5,5,0,2155345,0.972,1
53,111443,837,27,11,0,1217767,0.911,1
22,175708,604,0,0,1,2813998,1.335,1
59,180768,747,33,0,3,2208954,1.018,1
64,122320,631,41,1,1,1154399,0.786,1
26,182907,720,3,3,0,291129,0.133,1
54,99807,647,27,4,1,2590639,2.163,0
62,194137,684,31,11,2,459807,0.197,1
57,125713,803,34,9,1,1434969,0.951,1
42,119066,678,17,9,1,1382485,0.968,1
36,131026,697,14,5,1,1437018,0.914,1
27,77975,597,7,7,1,1669415,1.784,0
33,152607,745,0,0,0,2229181,1.217,1
37,30296,640,3,3,3,777517,2.139,0
23,166973,586,0,0,1,1075392,0.537,0
32,67965,494,2,2,1,1846779,2.264,0
26,137066,587,0,0,0,1296283,0.788,0
32,101067,615,0,0,2,1561951,1.288,0
31,134530,508,3,3,3,153272,0.095,0
61,80421,770,27,6,3,1380937,1.431,1
39,27534,824,10,1,2,1079071,3.266,0
51,140586,767,19,8,0,153533,0.091,1
22,220682,663,0,0,2,485284,0.183,1
65,18766,645,39,5,0,698255,3.101,0
52,116469,682,19,13,3,236110,0.169,1
38,40449,644,14,14,2,2714900,5.593,0
24,39563,498,0,0,1,2174416,4.58,0
42,43797,669,8,8,0,953599,1.814,1
34,82811,679,14,14,0,914258,0.92,1
34,206244,810,14,14,2,1726530,0.698,1
57,142321,582,31,11,2,371378,0.217,0
49,208150,709,16,16,1,1149417,0.46,1
54,100995,599,21,12,3,1046418,0.863,0
26,208345,639,6,6,2,120526,0.048,0
63,82558,757,35,17,0,732804,0.74,1
32,175243,571,9,9,0,924635,0.44,1
44,21105,752,13,5,0,1716208,6.776,0
65,103531,631,39,5,0,2290052,1.843,1
49,48945,696,25,5,3,82019,0.14,0
30,76568,668,3,3,2,1570406,1.709,1
56,172356,689,36,7,5,114984,0.056,0
54,96392,691,21,17,0,1552588,1.342,1
52,23752,648,18,15,1,1805850,6.336,0
52,212329,735,23,7,0,978261,0.384,1
35,38305,791,9,1,3,1829885,3.981,1
29,87758,777,9,9,3,1961057,1.862,0
56,66073,731,30,6,2,2715361,3.425,0
42,101121,494,21,13,3,1742291,1.436,0
33,32503,649,11,11,2,2570393,6.59,0
61,57068,626,34,12,1,905577,1.322,1
64,157661,703,42,16,3,2364620,1.25,1
34,237580,664,13,1,2,2374258,0.833,1
46,73845,596,21,2,3,753934,0.851,0
64,212567,731,38,5,0,1735277,0.68,0
45,186521,698,18,18,1,1442496,0.644,1
42,138988,723,20,6,2,2786084,1.67,1
50,205346,705,16,9,2,1047021,0.425,0
33,39926,748,12,12,2,1232461,2.572,1
52,77901,612,25,17,3,217689,0.233,0
57,19699,594,29,13,0,281376,1.19,0
39,86275,737,13,13,2,2156121,2.083,1
55,154437,689,33,4,2,1082746,0.584,1
49,207104,743,25,16,0,397205,0.16,1
27,185867,623,0,0,2,938020,0.421,1
55,39265,576,29,19,3,321604,0.683,0
59,60014,617,27,13,3,2828605,3.928,0
26,192827,694,4,4,1,995535,0.43,0
34,22155,638,14,2,3,2877019,10.822,0
48,182140,647,15,10,0,223982,0.102,1
21,27895,506,0,0,0,2685472,8.023,0
41,93258,568,20,15,2,402529,0.36,0
47,173502,619,20,15,1,616441,0.296,1
42,118541,605,18,8,4,2708353,1.904,0
31,192812,663,0,0,0,1540376,0.666,0
29,57905,721,5,5,1,2668024,3.84,0
30,194964,738,3,3,1,2167230,0.926,1
63,171054,738,34,11,1,2357117,1.148,1
59,44694,689,36,11,3,1434265,2.674,0
51,208449,604,24,4,2,343928,0.137,0
52,246466,781,22,11,3,2406125,0.814,0
51,196542,648,28,15,3,2722735,1.154,1
28,32037,753,0,0,0,1914074,4.979,1
60,63950,729,36,7,3,590650,0.77,1
25,241872,566,0,0,0,1794111,0.618,1
51,23023,620,19,2,2,1340517,4.852,0
27,233746,751,0,0,2,74576,0.027,0
65,128719,829,34,18,1,2500081,1.619,1
34,148395,708,5,4,2,2548349,1.431,1
45,194362,659,13,6,0,1089556,0.467,1
41,106758,713,7,3,1,542092,0.423,1
49,249401,670,29,17,3,1292517,0.432,0
65,88030,638,37,18,0,710250,0.672,1
51,189580,779,26,14,1,122508,0.054,1
24,193591,548,3,3,1,671855,0.289,0
61,159845,629,33,15,2,936853,0.488,1
49,220642,667,27,5,4,159786,0.06,0
21,246540,659,0,0,3,1953022,0.66,0
52,110849,610,27,1,2,2666759,2.005,0
21,166187,663,1,1,3,2565026,1.286,0
24,57185,775,1,1,2,266737,0.389,1
40,58693,717,16,2,3,302545,0.43,0
60,20876,688,29,14,1,2155282,8.604,0
57,129370,665,30,4,1,2054916,1.324,0
34,169052,731,8,0,1,1053460,0.519,1
34,155894,567,10,10,3,304607,0.163,0
22,67601,805,0,0,0,2157289,2.659,1
41,200956,703,12,12,2,2238337,0.928,1
49,164722,645,25,8,2,1272573,0.644,1
32,105901,591,6,4,1,619838,0.488,0
38,113835,536,17,15,0,473862,0.347,0
58,245942,727,26,6,2,968009,0.328,1
61,87408,630,31,12,1,512998,0.489,1
52,129838,692,31,5,1,1123627,0.721,1
61,174105,722,32,9,1,895219,0.428,1
42,95073,745,16,16,0,853300,0.748,1
56,157486,473,24,14,1,1914479,1.013,0
62,82832,673,33,6,3,357032,0.359,1
32,246697,682,10,10,1,307689,0.104,1
41,73984,690,13,7,1,480985,0.542,1
28,122078,498,0,0,3,1328934,0.907,0
48,80726,586,27,15,2,2971634,3.068,0
42,169534,702,9,9,1,1787526,0.879,0
36,87944,601,12,9,5,1963081,1.86,0
32,117452,627,11,11,2,1524565,1.082,0
37,82851,755,17,15,0,607663,0.611,1
41,45184,631,17,13,2,1001380,1.847,0
27,249444,654,7,4,3,1131059,0.378,0
40,230903,640,18,11,1,599323,0.216,0
56,45403,643,26,10,1,292277,0.536,1
61,169189,778,38,4,5,1032833,0.509,1
64,175192,598,37,19,2,839729,0.399,0
33,221724,662,3,3,3,718047,0.27,1
61,203546,747,35,2,2,2732008,1.119,1
49,227613,604,15,7,2,595081,0.218,1
63,148293,689,29,20,4,215524,0.121,1
57,236105,748,31,3,0,1656448,0.585,1
28,22599,726,5,5,1,112542,0.415,0
40,161518,587,19,7,3,1447252,0.747,0
64,143570,680,33,2,1,1720845,0.999,0
30,162628,592,0,0,1,59781,0.031,0
35,234362,702,4,4,2,1894941,0.674,1
32,35891,640,10,7,1,751550,1.745,0
65,225535,582,34,11,1,234203,0.087,1
36,63078,658,15,15,0,596578,0.788,1
62,176652,570,32,14,3,2674972,1.262,0
28,62629,597,0,0,2,2473241,3.291,0
40,215421,682,10,2,1,1468439,0.568,1
34,69961,708,14,12,0,597737,0.712,1
57,243719,541,30,12,1,2075578,0.71,1
46,66108,644,16,6,1,1058110,1.334,0
58,151133,734,24,13,0,2400901,1.324,1
61,29229,601,38,11,2,551140,1.571,0
65,142975,652,45,18,2,667946,0.389,1
49,24295,739,16,6,3,172468,0.592,1
33,55812,648,2,2,4,382345,0.571,0
54,134242,769,21,1,2,552344,0.343,1
42,130518,634,14,14,2,2409197,1.538,0
65,214413,812,35,18,2,2226015,0.865,1
46,204092,636,25,4,0,402809,0.164,0
54,178302,664,20,13,1,2436594,1.139,1
44,145615,651,21,6,3,2361118,1.351,1
41,81825,744,11,3,0,1967448,2.004,0
51,23937,724,26,8,1,2734606,9.52,0
32,93130,655,0,0,2,1368608,1.225,0
62,70286,680,28,0,1,688681,0.817,1
44,249345,750,22,6,0,1764739,0.59,1
41,114714,652,9,1,1,1165589,0.847,0
24,94184,642,0,0,1,2115056,1.871,0
45,112502,596,20,15,2,2935715,2.175,0
28,74925,680,0,0,3,576930,0.642,0
56,112219,695,33,12,0,1072738,0.797,0
54,139583,631,31,0,1,1163912,0.695,1
47,44953,767,14,14,1,2271016,4.21,1
48,60465,727,15,13,2,2341959,3.228,0
49,175400,713,25,16,1,876358,0.416,1
49,168892,688,27,8,1,1016435,0.502,1
30,235952,680,0,0,0,2975010,1.051,0
64,151476,752,42,11,2,1546156,0.851,1
52,203684,621,32,2,1,1690741,0.692,0
28,228746,723,0,0,1,2194181,0.799,0
37,197871,493,3,0,0,1758152,0.74,0
32,112421,721,3,3,1,1516303,1.124,1
46,235488,630,21,10,2,469442,0.166,0
23,69576,685,0,0,1,892124,1.069,1
62,21051,610,38,7,1,1870245,7.404,0
31,65715,608,1,1,0,1820769,2.309,1
34,134732,639,14,12,0,1042917,0.645,1
27,147563,651,0,0,1,429104,0.242,1
46,133498,682,15,2,1,2334372,1.457,0
57,96964,661,36,14,0,1186585,1.02,1
53,169088,708,33,12,0,2681764,1.322,1
64,36414,672,31,6,6,2636330,6.033,0
52,226299,745,24,11,3,1532932,0.564,1
58,85566,697,38,0,2,566853,0.552,0
40,92424,686,17,10,4,2146792,1.936,0
30,18525,718,0,0,2,291592,1.312,0
35,172522,593,14,12,6,681258,0.329,0
35,169046,677,15,8,0,2248144,1.108,1
26,25223,587,0,0,0,1984967,6.558,0
45,149446,679,21,8,1,347748,0.194,1
21,76590,658,0,0,1,1989021,2.164,0
26,33534,797,0,0,0,880420,2.188,1
33,143835,566,8,8,1,2602294,1.508,0
31,120273,674,4,1,3,2577312,1.786,0
44,164030,637,14,14,2,572042,0.291,1
40,90789,649,12,7,1,2341929,2.15,0
46,127639,627,17,3,2,2833884,1.85,0
45,165383,804,15,13,1,2213783,1.115,1
32,214623,850,6,6,3,1355689,0.526,1
29,224583,777,8,8,0,998172,0.37,1
65,71912,798,43,16,2,2535829,2.939,1
56,136658,660,32,1,5,2584240,1.576,0
29,160301,787,0,0,3,1507546,0.784,0
53,42945,593,26,18,1,2816207,5.465,0
60,166652,674,40,4,2,568418,0.284,1
54,231681,657,28,8,3,1735669,0.624,1
44,183074,707,15,1,0,308619,0.14,0
65,132012,618,44,4,0,84213,0.053,1
65,212680,689,33,1,2,2433121,0.953,1
53,103636,676,19,9,1,2586487,2.08,0
53,115107,846,22,19,1,411973,0.298,1
49,241520,703,20,11,2,1128723,0.389,1
58,109328,662,27,5,0,2510304,1.913,0
33,76399,590,9,9,0,819319,0.894,1
38,92524,726,11,11,2,1138894,1.026,1
55,218037,722,29,12,1,1324943,0.506,1
22,186726,732,0,0,0,2807748,1.253,1
45,63963,590,19,13,0,526217,0.686,0
26,197899,567,0,0,2,881355,0.371,0
45,135218,575,23,20,1,879275,0.542,0
40,98046,755,11,5,2,494066,0.42,1
34,108568,710,0,0,2,1010336,0.776,0
24,148122,733,0,0,0,138712,0.078,1
28,141786,665,0,0,3,2621655,1.541,0
54,65525,680,34,8,2,2430663,3.091,1
48,88339,684,14,2,0,2612961,2.465,0
22,229410,624,0,0,1,1817438,0.66,1
37,169060,657,14,14,0,1908199,0.941,1
24,230997,649,3,3,2,1594065,0.575,0
54,48038,727,23,14,1,1082587,1.878,1
47,123963,827,18,16,2,369829,0.249,1
39,21686,701,7,7,1,978750,3.761,0
48,103318,562,20,17,1,1343249,1.083,0
58,239292,769,34,13,3,70800,0.025,1
54,238707,640,32,20,1,2078221,0.726,1
52,197430,685,32,7,1,2644540,1.116,1
61,182622,640,39,13,2,833472,0.38,0
51,86872,674,23,6,0,663164,0.636,0
26,230526,599,5,5,1,2684559,0.97,0
26,189093,615,0,0,1,2051427,0.904,0
48,218074,611,21,19,3,1446003,0.553,1
28,26162,618,4,4,3,428103,1.364,0
21,64096,678,0,0,1,1617009,2.102,0
36,137112,641,16,16,1,72814,0.044,1
62,118129,713,40,8,1,1476006,1.041,1
39,62333,674,5,5,1,2029473,2.713,0
38,237474,652,16,10,1,866664,0.304,1
50,236855,626,27,3,0,627147,0.221,1
36,127917,716,12,12,1,855811,0.558,1
53,247845,627,23,11,0,1633793,0.549,1
48,126249,678,22,4,4,2178085,1.438,0
36,44397,771,4,4,2,962553,1.807,1
31,88283,673,0,0,1,2202566,2.079,0
26,239180,668,0,0,3,396686,0.138,0
34,247475,679,6,6,2,1589162,0.535,1
56,150358,556,29,17,3,281194,0.156,1
42,207301,611,8,0,3,237081,0.095,0
60,57912,725,26,16,2,2748681,3.955,1
43,66961,821,19,7,3,1539434,1.916,1
51,131242,686,22,9,1,596333,0.379,1
48,242177,850,18,16,0,2308429,0.794,1
39,203344,731,13,12,3,1579419,0.647,1
42,137373,690,8,3,1,2675947,1.623,0
21,39296,731,0,0,3,291082,0.617,1
23,163750,738,0,0,3,993693,0.506,1
28,112873,743,3,3,3,2900334,2.141,1
33,231912,644,5,5,0,529888,0.19,0
21,67870,792,0,0,2,1134068,1.392,0
49,88556,717,16,11,1,467831,0.44,0
33,146563,794,0,0,2,440195,0.25,1
62,236622,762,32,15,3,2908681,1.024,1
49,247880,673,20,6,3,1739124,0.585,1
50,66063,641,28,12,4,966588,1.219,0
36,131563,570,10,10,0,1673560,1.06,0
61,210678,653,31,12,2,1540097,0.609,0
54,77119,624,22,2,0,757596,0.819,0
60,172947,765,36,17,0,2034695,0.98,1
23,187181,780,0,0,2,2992971,1.332,0
49,159038,563,18,16,0,2769711,1.451,0
50,157580,821,21,16,3,2683626,1.419,1
54,202713,625,23,19,1,2713230,1.115,1
24,94265,691,0,0,0,2079255,1.838,1
28,159833,788,1,0,2,1703307,0.888,0
38,54088,495,10,5,1,141984,0.219,0
42,177061,688,15,15,3,2900094,1.365,0
30,112671,691,9,9,3,1499319,1.109,0
34,213814,586,13,1,4,1542262,0.601,0
51,231757,713,21,20,1,603058,0.217,1
55,153418,492,22,12,4,1987419,1.08,0
22,90103,666,0,0,1,394702,0.365,0
22,159106,696,0,0,1,938416,0.492,1
55,157084,554,23,8,3,1261700,0.669,0
54,58742,704,24,0,1,1671752,2.372,0
49,191661,696,15,10,1,1380822,0.6,1
26,220764,653,1,1,2,2713381,1.024,0
24,146762,751,0,0,3,2500363,1.42,1
21,240761,652,0,0,0,951249,0.329,1
55,163177,640,22,7,2,728718,0.372,0
46,160906,497,19,15,2,2499488,1.294,1
49,210441,631,23,2,2,1600787,0.634,0
31,196846,650,3,1,3,1761554,0.746,0
24,62390,714,0,0,1,2101114,2.806,0
42,52074,738,9,8,1,201215,0.322,0
53,145165,721,33,17,2,2235448,1.283,1
54,172424,629,24,18,0,2023748,0.978,1
51,94163,703,22,3,2,108457,0.096,1
30,208959,712,10,10,1,313015,0.125,0
55,103707,611,26,3,0,1583769,1.273,0
48,76931,657,27,6,0,2290666,2.481,1
43,39346,639,16,16,2,232097,0.492,1
32,233680,820,6,6,1,276723,0.099,1
49,60511,600,26,0,1,1344650,1.852,1
22,29477,642,0,0,3,267991,0.758,0
33,160892,685,3,3,0,1847644,0.957,1
56,183347,786,32,8,2,124556,0.057,1
46,99569,630,14,13,0,2308246,1.932,0
37,128613,667,16,16,2,616259,0.399,1
63,38346,668,37,8,2,1305621,2.837,0
53,33437,760,25,17,0,1430602,3.565,1
42,151250,808,10,10,2,1325642,0.73,1
22,94325,734,0,0,2,1894669,1.674,1
30,132380,741,0,0,0,1482426,0.933,1
59,156753,559,29,16,1,1258396,0.669,1
46,195528,598,20,20,3,2748400,1.171,0
50,161925,732,23,15,3,1601588,0.824,1
42,222395,699,19,9,0,1349225,0.506,1
31,200183,748,0,0,1,2528196,1.052,1
42,115096,652,14,14,2,545269,0.395,1
44,203641,633,14,13,1,567740,0.232,0
49,204041,536,20,14,3,2509303,1.025,0
30,222720,707,0,0,2,2613729,0.978,1
54,155769,629,23,20,2,2881671,1.542,1
45,249066,819,20,13,1,1794480,0.6,1
41,203363,552,8,0,1,1419832,0.582,0
59,62308,806,26,4,3,1560391,2.087,1
33,177109,574,0,0,3,1785252,0.84,1
22,224428,789,0,0,3,1341161,0.498,1
26,171621,609,5,5,2,590583,0.287,0
21,33588,676,1,1,0,1825213,4.528,0
48,194982,669,17,0,2,2086401,0.892,0
42,48247,748,19,19,1,684612,1.182,1
31,242119,581,4,4,2,1163605,0.4,0
59,136271,603,31,7,5,1911197,1.169,0
25,186986,775,0,0,2,1143833,0.51,1
38,142814,738,7,7,6,773706,0.451,0
40,37377,727,12,12,3,378031,0.843,1
32,159146,791,0,0,1,2344240,1.228,1
41,104155,778,14,14,1,2340283,1.872,1
47,87741,690,14,14,2,679633,0.645,1
61,124165,665,40,2,1,1020905,0.685,0
54,40783,572,20,11,2,324476,0.663,0
38,212119,633,12,12,3,714699,0.281,0
54,240386,592,23,4,1,1604379,0.556,0
22,161457,689,0,0,1,105836,0.055,1
34,160031,517,0,0,1,1331785,0.694,0
59,71168,658,37,18,1,1978635,2.317,0
21,64194,758,0,0,2,191728,0.249,1
48,193696,700,14,3,1,1397286,0.601,1
61,31165,708,32,14,1,1169932,3.128,1
47,184361,710,19,8,2,2302764,1.041,1
50,212704,587,28,6,0,2254599,0.883,0
42,133173,601,16,9,2,2357478,1.475,0
32,219469,683,3,3,1,1742517,0.662,1
21,112828,648,0,0,2,1718266,1.269,0
53,198107,612,22,3,0,861270,0.362,1
61,106780,601,31,0,0,667745,0.521,1
21,210389,746,0,0,0,414000,0.164,1
25,114136,726,2,1,1,2828915,2.065,1
25,178301,752,0,0,1,458974,0.215,1
27,29797,850,0,0,4,2587132,7.235,1
40,201094,637,20,5,2,2108449,0.874,1
46,25682,671,12,12,2,2325935,7.547,0
26,135081,626,0,0,1,1105722,0.682,0
46,166769,747,25,13,1,888755,0.444,1
23,189639,708,0,0,2,1055968,0.464,0
59,249683,740,26,14,0,732454,0.244,1
34,74065,614,6,6,1,2757004,3.102,0
34,53129,561,12,3,3,348282,0.546,0
40,162227,668,14,14,1,388656,0.2,1
64,136924,692,36,7,1,318064,0.194,1
29,91981,585,0,0,1,1386984,1.257,0
26,136052,606,2,2,2,1275564,0.781,1
22,124888,599,0,0,1,2074898,1.385,0
58,88577,647,37,8,0,1692117,1.592,0
61,204464,706,39,6,0,1794886,0.732,1
63,192365,705,37,17,1,2893828,1.254,1
53,124080,667,19,11,1,1832390,1.231,0
64,194720,666,40,5,1,940657,0.403,1
25,172235,672,0,0,2,1827857,0.884,1
33,69426,651,3,0,2,1310625,1.573,0
35,194629,551,3,3,1,1601168,0.686,0
65,84967,528,40,18,1,128293,0.126,0
54,215228,689,28,10,2,2448016,0.948,1
29,95487,850,3,3,3,1584398,1.383,1
46,125541,701,24,13,1,1570709,1.043,1
50,196499,638,16,7,2,1588648,0.674,0
42,143106,575,19,10,1,2780177,1.619,0
45,57669,681,12,12,0,1383060,1.999,1
60,158488,720,39,1,2,929902,0.489,0
24,243213,638,0,0,0,2465864,0.845,0
48,96451,634,27,5,1,2185763,1.888,0
57,110098,656,29,7,3,2747045,2.079,0
30,87007,785,0,0,0,365248,0.35,1
29,54517,697,6,6,3,2289485,3.5,0
56,30975,736,28,11,0,2778475,7.475,0
21,243466,532,0,0,3,1051295,0.36,0
50,175446,795,19,10,1,1257930,0.597,1
31,130083,587,3,3,3,680728,0.436,0
45,96124,745,21,3,3,320331,0.278,0
31,118796,558,0,0,1,1971585,1.383,0
61,48801,715,31,14,1,1264836,2.16,1
25,119599,677,5,3,0,713100,0.497,1
47,58010,772,22,13,1,2613181,3.754,1
43,35501,654,21,4,1,1798304,4.221,0
39,139303,609,15,4,0,717350,0.429,1
23,65514,815,1,1,0,627844,0.799,1
28,49774,647,0,0,0,425577,0.713,0
56,213781,643,29,14,2,2175749,0.848,1
35,109354,667,8,0,1,1088749,0.83,0
33,213150,630,2,2,1,1432272,0.56,1
50,227464,673,25,10,1,965496,0.354,1
61,92252,737,29,8,1,418464,0.378,1
30,247126,546,3,2,4,1578414,0.532,0
54,198735,580,28,10,2,2220757,0.931,0
50,135414,700,25,12,5,1392018,0.857,1
45,140975,656,13,0,1,2247667,1.329,1
26,115586,652,0,0,0,323023,0.233,0
57,200141,683,28,4,1,1816225,0.756,1
37,49571,717,7,4,2,1017779,1.711,1
56,216603,770,22,10,1,2315301,0.891,1
60,69566,575,32,8,0,1180830,1.415,1
52,135759,469,26,12,0,89721,0.055,0
42,80545,631,20,14,1,939554,0.972,0
53,145100,607,28,5,1,2797253,1.607,0
42,167048,658,21,8,3,1308155,0.653,1
56,40189,548,32,16,3,2320877,4.812,0
38,198237,537,11,11,0,106332,0.045,1
48,157319,719,28,1,1,379668,0.201,0
33,235489,561,8,8,1,1998013,0.707,0
38,124592,716,8,8,3,2601990,1.74,1
43,244030,712,20,0,2,962689,0.329,1
55,237701,731,24,18,2,1287936,0.452,1
38,27524,585,5,5,2,353164,1.069,0
30,63994,762,9,9,2,2120613,2.761,0
22,154285,767,2,2,1,1370392,0.74,1
34,162401,850,1,1,0,1975253,1.014,1
52,128978,735,25,11,1,1680663,1.086,1
50,164867,759,29,0,1,299705,0.151,1
39,172783,573,11,11,1,736437,0.355,1
25,202705,737,0,0,0,2912871,1.198,1
52,79811,581,21,3,2,2497705,2.608,0
30,138970,547,0,0,1,1106136,0.663,0
25,227409,758,0,0,3,1599838,0.586,1
34,219566,783,12,12,1,2781588,1.056,1
59,22578,718,35,0,0,1788397,6.601,0
62,99308,638,41,0,0,1648839,1.384,0
63,181036,836,30,5,2,2090105,0.962,0
39,165552,580,13,13,2,1654853,0.833,0
31,96722,643,4,4,1,2457249,2.117,1
55,247691,795,23,17,0,389769,0.131,1
59,73095,679,29,13,2,117184,0.134,1
58,60112,674,31,3,1,291315,0.404,1
42,124431,678,12,3,1,1030772,0.69,1
65,182601,741,44,20,0,641040,0.293,1
50,70747,639,25,7,3,2218609,2.613,0
50,120511,686,19,6,2,1854228,1.282,1
31,75476,756,5,5,0,432136,0.477,0
42,198973,727,10,3,1,2814488,1.179,1
30,111901,625,1,1,1,2870446,2.138,0
63,224003,821,29,16,1,2016159,0.75,1
39,70715,647,16,15,2,1275224,1.503,0
35,224830,618,15,9,0,366485,0.136,0
55,225328,659,32,7,0,2861988,1.058,0
55,195990,816,31,11,1,2947399,1.253,1
21,103930,501,0,0,1,2511731,2.014,0
65,239924,802,40,13,0,930859,0.323,1
38,157577,738,17,17,1,2700568,1.428,1
46,37613,451,17,14,3,2493499,5.524,0
38,221281,713,8,7,0,1537920,0.579,1
61,60532,612,32,17,3,2549084,3.509,0
38,91361,686,11,2,2,909782,0.83,0
63,241395,726,36,5,1,2989641,1.032,1
38,77958,619,6,6,2,278298,0.297,0
52,22937,658,28,12,0,1884927,6.848,0
58,146311,785,35,6,1,278952,0.159,1
47,141451,703,19,5,0,1250617,0.737,1
49,217773,726,15,15,0,1581561,0.605,1
61,32925,651,29,15,3,471875,1.194,0
40,237350,666,6,6,0,2262539,0.794,1
55,40062,661,21,5,3,967988,2.014,0
43,46820,729,22,17,0,886784,1.578,0
32,70127,586,4,4,3,691751,0.822,0
55,56045,589,27,2,1,2724743,4.051,0
56,71087,741,33,20,3,1715857,2.011,0
62,94712,669,42,13,2,2476712,2.179,1
48,69257,803,18,16,2,2265251,2.726,1
57,91917,762,24,1,1,962460,0.873,1
40,197112,746,11,6,0,2484162,1.05,1
55,146587,689,31,11,1,2636326,1.499,1
27,163271,730,1,1,0,1905386,0.973,1
54,83937,538,24,20,0,113188,0.112,1
26,65525,600,1,1,0,2848940,3.623,0
39,154750,716,12,2,3,1017933,0.548,1
62,91656,755,41,8,1,1974594,1.795,1
28,18405,592,3,3,0,2243749,10.159,0
50,152188,702,25,14,1,2069597,1.133,1
22,51190,778,0,0,1,91216,0.148,1
36,224955,763,9,9,3,289719,0.107,1
44,36371,679,21,4,3,1455526,3.335,0
45,208457,653,20,11,4,2737972,1.095,0
33,136695,622,5,5,1,1944126,1.185,0
29,27673,782,0,0,2,1212689,3.652,0
50,187436,633,17,4,2,223584,0.099,1
29,138682,560,7,5,1,1657059,0.996,0
60,179807,574,27,16,1,2395972,1.11,1
27,56241,731,0,0,1,2064613,3.059,1
36,127373,656,7,7,3,1087633,0.712,0
58,138274,764,27,17,1,1828959,1.102,1
52,67355,577,32,8,0,1079165,1.335,0
49,225751,743,26,11,2,1643447,0.607,0
63,138782,626,40,11,3,2897102,1.74,0
60,206834,681,35,20,2,126117,0.051,1
35,67752,785,6,1,2,302750,0.372,1
31,116133,720,0,0,0,499408,0.358,1
29,75065,686,4,4,0,502122,0.557,1
36,42493,756,12,7,2,1429450,2.803,1
45,180987,622,16,7,1,630216,0.29,1
52,60575,606,30,20,0,2265179,3.116,0
65,87864,570,34,5,0,2624024,2.489,0
30,34337,613,5,5,1,125308,0.304,0
30,220737,655,1,1,0,1095769,0.414,0
50,164650,785,21,17,1,141435,0.072,1
40,206338,589,7,7,3,1693898,0.684,0
61,19018,677,31,16,3,2368334,10.378,0
54,132323,684,28,5,1,1554945,0.979,0
21,81212,736,0,0,3,480606,0.493,0
52,47751,714,20,2,0,677220,1.182,1
60,231842,699,35,2,0,1993586,0.717,1
51,38048,658,26,3,2,132792,0.291,0
31,240046,764,8,8,3,1399027,0.486,1
61,186583,672,30,2,0,630967,0.282,1
39,243202,690,8,1,6,665614,0.228,0
27,78160,769,0,0,2,2270613,2.421,0
49,27307,675,18,2,4,2592657,7.912,0
62,23290,589,42,13,3,554460,1.984,0
58,20932,681,37,8,1,1139694,4.537,0
56,214976,668,22,9,3,468006,0.181,1
53,58025,681,32,19,1,2819799,4.05,0
56,26768,702,32,12,1,1079741,3.361,1
46,222411,582,21,1,2,2506998,0.939,0
49,57994,684,21,18,0,1295712,1.862,1
49,149548,684,21,13,1,159321,0.089,1
55,87928,752,28,8,2,1004852,0.952,1
23,121384,692,3,3,2,498437,0.342,1
25,30000,742,0,0,0,307994,0.856,1
53,97241,694,22,14,1,2108492,1.807,1
31,115762,705,4,4,1,353777,0.255,1
26,139744,749,0,0,3,331998,0.198,0
22,129475,686,0,0,3,1852972,1.193,0
33,228957,708,10,9,3,65223,0.024,1
21,189091,588,0,0,4,890217,0.392,0
47,237663,636,21,9,2,781223,0.274,1
60,32211,634,40,3,1,1363117,3.527,0
62,26209,511,35,19,1,2437709,7.751,0
35,171836,686,10,10,1,1168033,0.566,0
55,154614,758,26,11,4,2327696,1.255,1
50,233043,641,16,8,2,1821909,0.651,1
26,25385,638,0,0,1,1352085,4.439,0
54,37084,629,30,7,6,537986,1.209,0
41,69253,718,13,13,1,1970644,2.371,0
52,119080,714,18,11,2,1470475,1.029,1
40,117604,648,16,8,1,1655968,1.173,1
55,45020,608,30,20,2,533554,0.988,0
29,56740,704,0,0,1,2718592,3.993,0
57,94110,648,25,1,4,289006,0.256,1
26,194926,738,0,0,2,2697498,1.153,1
30,208980,562,1,1,1,557878,0.222,1
29,98212,695,8,8,4,429712,0.365,1
53,91044,722,32,3,0,532802,0.488,0
36,233304,661,12,3,1,2868397,1.025,1
52,85579,684,18,6,0,1328611,1.294,1
58,68220,649,27,14,1,2554342,3.12,0
40,132120,597,8,7,1,1807731,1.14,0
40,162776,579,11,4,0,1544501,0.791,0
23,163544,678,0,0,0,1438611,0.733,1
34,79645,708,12,2,1,2487163,2.602,0
41,151141,667,11,4,2,904485,0.499,0
28,151047,627,1,1,2,1368149,0.755,1
44,25673,634,15,10,1,130399,0.423,0
41,161875,736,11,11,0,1080247,0.556,1
62,162298,730,41,8,2,1181592,0.607,1
52,89325,737,18,8,2,2918883,2.723,1
37,244763,774,17,2,0,1409896,0.48,1
