Age,Income,Credit_Score,Years_Employed,Existing_Loans,Debt_to_Income,Loan_Amount,Employment_Type,Education,Loan_Approved
41,62178,809,23,6,38.05,235552,Self-Employed,Master,1
47,208175,746,20,6,58.19,428185,Business,High School,1
62,142952,813,18,4,15.42,504719,Salaried,Master,1
57,194669,739,15,2,39.81,563985,Self-Employed,Master,1
23,50781,669,5,5,26.79,343100,Contract,High School,0
63,70421,567,25,1,38.07,19127,Self-Employed,High School,0
65,134346,648,30,0,28.73,891141,Contract,Bachelor,0
54,33602,734,18,5,27.99,459818,Contract,PhD,1
27,199808,617,9,0,24.37,134598,Business,Bachelor,0
49,29881,770,15,2,27.87,947304,Business,Master,1
23,150309,800,3,2,45.55,184313,Salaried,Bachelor,0
65,148466,783,28,6,9.19,946425,Salaried,Bachelor,1
58,171313,695,28,0,19.78,769209,Self-Employed,High School,1
61,136932,626,5,4,7.32,768830,Salaried,Master,1
22,30260,722,0,1,25.05,853625,Salaried,High School,0
32,213191,654,10,5,31.76,902853,Business,Bachelor,1
35,231320,702,17,0,5.59,367350,Self-Employed,Bachelor,1
36,50579,723,4,2,15.13,367261,Self-Employed,Bachelor,0
23,240456,643,5,3,62.6,906275,Self-Employed,PhD,0
47,196657,722,16,4,10.56,133326,Salaried,Master,1
43,131417,714,16,2,23.4,132601,Self-Employed,PhD,1
53,234547,584,1,6,57.41,786072,Contract,High School,0
47,25410,711,26,6,19.24,380422,Salaried,Bachelor,1
44,148447,472,7,2,44.97,696517,Contract,Master,0
58,238548,826,21,0,68.02,661623,Contract,High School,1
47,88007,731,5,2,12.06,728697,Salaried,Bachelor,1
51,209363,654,21,2,17.13,768607,Self-Employed,High School,1
35,30754,647,17,2,39.34,953903,Salaried,Bachelor,1
55,56678,746,5,4,16.12,835705,Business,High School,1
56,37544,644,3,5,5.04,414322,Salaried,High School,1
44,140984,616,26,5,49.08,287323,Self-Employed,Bachelor,1
37,104499,655,19,4,11.04,615037,Salaried,Bachelor,1
65,158632,524,26,6,17.06,738429,Salaried,Bachelor,1
54,69672,580,12,6,64.96,207173,Business,Bachelor,0
21,155581,675,3,1,7.85,496715,Salaried,Bachelor,1
40,195631,758,22,4,64.29,206172,Self-Employed,Master,1
26,62420,636,8,0,49.5,432207,Self-Employed,Bachelor,0
25,61571,786,7,5,44.87,678073,Self-Employed,Bachelor,1
49,198326,554,21,2,32.9,379460,Self-Employed,High School,0
26,223665,785,4,2,57.01,818966,Salaried,Bachelor,1
53,25469,634,20,0,24.18,766736,Self-Employed,Bachelor,1
65,46126,671,7,1,32.65,252377,Salaried,Master,1
58,120145,678,27,0,46.2,927756,Salaried,PhD,0
49,140489,734,5,2,64.33,520352,Business,Bachelor,0
64,66988,720,21,4,11.82,852389,Business,Bachelor,1
30,51876,850,12,5,63.44,637827,Self-Employed,Bachelor,1
52,115896,751,24,5,59.74,722627,Salaried,Master,1
45,74777,689,15,3,16.64,626755,Self-Employed,High School,1
48,132531,715,22,6,36.06,778296,Business,Bachelor,1
49,115519,686,22,0,10.83,525016,Salaried,Master,1
55,56186,711,9,3,37.73,85938,Self-Employed,Bachelor,1
52,41867,744,9,0,40.71,906331,Salaried,High School,0
56,125264,621,22,6,12.82,406462,Salaried,PhD,1
27,248438,684,6,3,29.45,526818,Business,Bachelor,1
30,140835,681,12,5,30.36,763563,Salaried,Bachelor,1
54,173872,639,26,1,36.12,405387,Business,Bachelor,1
53,164578,605,28,3,64.13,477113,Salaried,High School,0
46,117667,839,7,2,50.69,986696,Salaried,PhD,1
33,40144,850,4,6,27.32,371086,Self-Employed,Bachelor,1
50,139615,657,27,6,67.67,888708,Salaried,Master,0
52,116554,734,16,0,38.01,884098,Salaried,Bachelor,0
53,154862,789,7,0,42.84,149543,Salaried,Bachelor,1
26,205974,733,3,1,50.52,10954,Self-Employed,High School,1
56,192909,559,22,6,14.73,889596,Contract,High School,1
22,89114,678,0,2,69.27,562006,Business,Master,0
27,181258,705,9,3,39.55,410498,Contract,Bachelor,1
50,55695,701,27,1,60.43,594489,Self-Employed,Bachelor,1
46,79128,629,22,4,68.38,493041,Salaried,Bachelor,0
45,131843,655,25,5,53.89,252472,Salaried,Bachelor,0
53,187340,756,22,4,43.38,24702,Salaried,Bachelor,1
62,241515,440,3,0,9.59,57201,Self-Employed,Master,0
26,222482,736,5,6,8.26,955847,Self-Employed,Master,1
28,148512,687,10,1,19.12,731682,Business,High School,0
29,149073,649,11,0,67.57,944814,Self-Employed,Bachelor,0
31,164823,541,6,5,49.94,28685,Self-Employed,Bachelor,0
44,48641,595,4,1,44.93,280580,Business,High School,0
26,163690,726,4,4,5.76,994423,Business,Bachelor,1
60,145483,519,19,1,66.17,957762,Salaried,High School,0
36,70199,814,18,6,23.53,165942,Salaried,Bachelor,1
37,109272,537,10,5,53.74,472812,Salaried,Bachelor,0
44,148539,661,3,5,52.72,52594,Contract,Bachelor,0
27,132106,735,9,5,55.24,974789,Contract,Master,0
60,239488,850,2,0,24.94,669531,Salaried,Master,1
60,136293,750,6,3,19.15,529051,Business,High School,1
47,240324,604,4,5,50.07,22942,Contract,Master,0
30,101203,738,11,5,25.4,581033,Contract,Bachelor,0
29,246459,616,11,6,64.94,82563,Self-Employed,Master,0
30,234882,652,7,0,62.95,539292,Salaried,Master,1
50,240619,683,8,6,57.12,232466,Self-Employed,Master,1
29,45063,729,11,4,28.04,259330,Salaried,Master,1
46,183938,767,6,5,69.98,857525,Salaried,High School,1
54,226181,812,27,1,47.2,915979,Self-Employed,High School,0
55,62477,631,21,6,10.39,863231,Self-Employed,Master,1
47,224589,674,21,5,30.58,390305,Salaried,High School,1
40,47871,751,18,6,16.73,127033,Salaried,High School,1
44,127030,626,8,6,23.63,61126,Self-Employed,Master,1
47,172108,786,18,5,60.78,127908,Salaried,Master,1
61,181543,725,18,0,58.3,996803,Self-Employed,High School,0
39,187338,544,16,0,55.31,781901,Business,Master,0
38,86170,678,20,5,66.66,617087,Salaried,Bachelor,1
63,174918,626,0,3,46.89,103542,Salaried,Master,0
61,72429,740,29,5,12.47,429869,Salaried,Bachelor,1
32,187143,777,14,5,24.85,862461,Salaried,Bachelor,1
60,119957,796,7,4,43.93,286058,Salaried,Bachelor,1
38,86155,615,15,0,61.22,189302,Business,Master,0
28,57511,659,10,3,29.23,713432,Salaried,Master,0
56,95714,680,21,0,65.99,522260,Business,Master,0
58,227202,700,14,3,21.68,260431,Self-Employed,Bachelor,1
36,48584,665,11,5,27.84,532823,Contract,High School,1
33,127480,785,15,5,18.42,428438,Salaried,Master,1
46,143867,735,23,5,69.01,866811,Contract,High School,0
46,208368,724,8,6,67.46,713274,Contract,Bachelor,0
41,29803,646,12,6,12.47,132492,Contract,Bachelor,1
41,125237,593,7,6,39.6,355531,Contract,Master,1
28,36203,717,10,0,31.24,592347,Salaried,Bachelor,1
53,70121,604,15,5,22.04,175624,Self-Employed,Bachelor,1
26,44642,717,8,5,23.82,735579,Salaried,Bachelor,1
22,77246,698,4,0,5.06,841965,Salaried,Master,1
28,174763,575,10,5,58.85,881270,Salaried,Bachelor,0
26,43949,609,8,1,48.49,258380,Self-Employed,Master,0
26,221576,737,8,2,26.13,134990,Business,Bachelor,1
42,105472,654,4,3,56.42,499570,Salaried,PhD,0
45,202952,641,7,6,26.7,344404,Salaried,Master,0
51,128111,650,6,1,38.55,859433,Salaried,Bachelor,0
55,159947,649,14,2,69.12,426864,Salaried,Bachelor,0
25,157033,638,7,3,54.1,533199,Contract,Master,1
42,97613,663,18,3,63.76,79243,Salaried,Master,1
45,152662,766,19,6,69.72,373221,Self-Employed,Bachelor,0
38,249046,678,6,5,64.86,722110,Salaried,Bachelor,1
29,223206,810,10,5,38.64,296597,Salaried,Master,1
45,201369,712,18,0,42.02,732390,Business,Master,0
49,49682,659,1,5,45.55,142909,Salaried,Master,1
53,228856,655,16,5,11.13,747263,Salaried,Master,0
63,67901,781,15,0,43.78,971741,Business,Master,0
28,198219,685,10,2,53.09,19814,Salaried,Master,1
60,75746,630,0,2,9.8,351903,Business,Master,1
33,45725,737,15,4,54.26,86492,Contract,Master,1
28,58337,690,9,6,18.39,7116,Self-Employed,Master,1
61,245021,554,11,0,41.39,232761,Business,Bachelor,1
64,237003,545,29,5,50.79,241229,Self-Employed,Master,1
47,206428,616,23,6,6.19,456175,Salaried,Master,1
23,118968,573,5,5,55.82,421876,Business,Bachelor,0
53,137364,611,21,5,65.69,567719,Self-Employed,Bachelor,0
51,206357,556,3,1,35.62,272968,Salaried,Bachelor,1
48,125832,576,20,3,18.07,649174,Self-Employed,Master,1
41,146935,639,8,4,9.82,439065,Salaried,Bachelor,1
49,210498,652,30,2,48.26,487472,Salaried,Master,1
49,39874,735,8,0,69.92,438495,Salaried,Bachelor,1
29,244243,691,3,6,53.51,858910,Self-Employed,Bachelor,1
42,71378,753,24,2,57.5,641016,Business,Master,1
28,207568,699,10,3,66.05,636505,Self-Employed,Master,1
65,151270,622,8,2,58.44,287306,Self-Employed,Master,1
37,128289,692,19,3,58.47,202249,Salaried,Bachelor,1
43,164368,668,1,6,61.81,601427,Salaried,Bachelor,1
59,240457,746,4,3,8.81,356245,Salaried,Master,1
50,153653,705,1,5,38.77,30536,Salaried,Bachelor,1
35,67925,666,17,2,52.79,825191,Salaried,Bachelor,1
34,246988,732,16,6,13.85,678057,Salaried,High School,1
45,230796,627,10,0,50.26,313022,Salaried,Bachelor,1
36,214890,739,15,6,6.2,323909,Salaried,Bachelor,1
38,100317,668,0,3,68.22,188369,Salaried,Bachelor,1
52,206559,710,29,4,38.33,19646,Contract,Bachelor,1
58,37791,614,7,1,55.94,27945,Business,Bachelor,1
35,243628,584,17,5,41.21,407121,Contract,Master,1
57,117277,728,23,6,61.92,495213,Salaried,Master,0
53,152241,782,3,3,54.55,894392,Salaried,Master,1
33,30905,619,15,3,67.84,320832,Self-Employed,PhD,1
27,209346,600,9,4,16.02,940914,Salaried,Bachelor,1
39,161564,756,2,5,45.0,352408,Salaried,Bachelor,0
41,79526,663,6,5,35.28,936566,Salaried,Bachelor,1
57,210854,824,24,1,53.39,18018,Self-Employed,PhD,1
29,232488,765,11,2,69.73,345957,Contract,Bachelor,1
24,55572,705,6,4,49.66,983718,Self-Employed,Master,1
51,189994,717,0,2,66.02,507880,Contract,Bachelor,1
27,213290,624,7,2,44.17,989565,Business,Bachelor,1
33,42490,728,4,0,53.61,643105,Business,High School,1
60,242643,601,20,0,22.11,505053,Business,Master,1
56,195888,710,29,2,50.52,578701,Salaried,Bachelor,1
28,203011,825,10,3,49.42,464490,Salaried,Master,1
46,114274,696,5,5,33.84,893483,Salaried,Master,1
47,190028,710,5,1,25.61,35178,Self-Employed,Master,1
46,204116,789,5,2,32.94,285383,Salaried,Bachelor,1
65,32590,552,25,6,44.84,726209,Business,High School,0
62,187563,779,3,1,59.21,958036,Self-Employed,Master,1
34,73011,671,16,4,45.69,22975,Self-Employed,Bachelor,1
40,115001,763,0,2,27.1,880325,Salaried,Bachelor,1
62,63549,522,8,6,7.38,912063,Self-Employed,Master,1
65,102619,767,16,4,18.84,529408,Business,Master,1
48,220747,658,28,6,67.99,835827,Salaried,High School,0
28,78616,747,2,0,10.54,665207,Salaried,Bachelor,1
25,33709,560,7,2,41.43,333370,Business,Master,0
33,67226,701,9,1,38.56,366118,Self-Employed,Bachelor,1
22,199849,490,4,0,67.4,209553,Salaried,Master,0
34,145107,747,16,0,20.32,221554,Contract,Bachelor,1
23,138399,728,4,4,36.09,971206,Self-Employed,High School,1
36,82690,633,1,1,47.14,458861,Business,Bachelor,1
29,126622,520,11,0,20.18,9358,Contract,Master,1
59,93083,736,3,1,39.21,624086,Salaried,Bachelor,0
22,68520,615,4,1,36.65,581815,Salaried,Master,1
31,172120,630,13,4,40.73,415507,Business,Bachelor,0
44,223594,687,24,1,52.89,357381,Contract,Bachelor,1
63,45350,731,16,0,38.08,382615,Salaried,Bachelor,1
49,29351,584,28,2,29.73,558286,Business,Master,0
34,58230,473,11,0,61.06,989940,Contract,Bachelor,0
60,66022,770,16,2,17.85,50630,Business,Master,1
42,120955,653,4,3,62.62,237459,Salaried,Master,1
54,173500,683,5,1,55.28,379911,Salaried,Bachelor,0
56,106386,663,4,0,26.58,360901,Business,Master,0
53,144129,680,9,6,18.41,173470,Contract,PhD,1
59,38761,698,1,4,62.91,223409,Salaried,Master,1
63,70769,633,26,6,12.23,167042,Self-Employed,High School,1
38,88016,717,6,5,43.24,353773,Salaried,Bachelor,1
42,228173,726,4,3,32.85,391088,Salaried,Bachelor,1
45,83675,778,7,2,13.15,452405,Business,Bachelor,1
57,164018,706,2,6,43.34,272659,Business,Bachelor,0
25,120147,643,7,2,66.61,631458,Contract,Bachelor,0
52,140494,557,25,2,53.61,883798,Salaried,Bachelor,0
56,111514,720,12,3,46.46,171443,Self-Employed,Bachelor,1
29,172857,705,11,3,30.51,275765,Salaried,Bachelor,1
34,116686,627,12,6,65.63,402639,Salaried,Master,1
52,195587,643,2,2,33.81,647932,Salaried,High School,0
29,138520,621,11,1,11.41,670217,Contract,Bachelor,0
43,78746,735,25,1,26.32,765682,Salaried,Bachelor,1
65,206886,561,10,3,7.12,636296,Contract,High School,1
65,145432,767,11,1,17.7,114303,Salaried,High School,1
29,94646,787,11,0,23.4,116768,Self-Employed,Bachelor,1
41,31770,660,23,6,50.6,880615,Business,Bachelor,0
64,208230,680,8,2,69.26,540895,Salaried,Master,0
52,110191,787,13,2,20.62,792702,Self-Employed,High School,1
64,80534,677,19,5,32.03,421329,Salaried,Bachelor,1
30,193316,627,12,3,60.86,70158,Salaried,Bachelor,0
49,180109,672,3,6,68.96,114730,Contract,Bachelor,1
54,148488,588,23,2,23.11,835417,Salaried,High School,1
42,122389,801,17,1,26.29,515846,Salaried,PhD,1
25,200432,593,7,5,59.43,376847,Salaried,Bachelor,1
31,118693,696,13,4,10.33,487448,Salaried,Bachelor,0
48,141880,602,14,4,12.75,323955,Self-Employed,High School,1
44,129366,723,26,6,62.99,695711,Salaried,Master,0
54,235327,742,15,0,46.87,559561,Business,Bachelor,1
62,56544,758,21,6,30.53,793527,Business,Bachelor,1
60,143128,674,22,1,17.45,862544,Salaried,Master,1
30,219281,567,12,6,25.75,33797,Business,High School,0
46,228382,600,28,3,26.61,520295,Salaried,Bachelor,1
63,70235,615,28,4,26.27,249759,Salaried,Bachelor,1
61,164838,694,24,1,60.08,838787,Contract,Bachelor,0
27,196847,566,9,6,65.33,92050,Salaried,Bachelor,1
64,42128,699,18,1,67.56,299845,Contract,Master,1
27,224382,639,9,4,48.83,23766,Salaried,Bachelor,1
35,181636,614,7,5,47.29,491654,Salaried,Bachelor,0
65,168130,668,9,2,46.26,683326,Salaried,Bachelor,1
23,25473,823,5,6,29.93,703142,Business,High School,1
65,135887,677,4,1,37.34,429179,Self-Employed,Master,1
46,26798,683,2,4,66.19,990057,Business,High School,0
27,175963,766,1,6,35.27,865282,Salaried,Bachelor,1
22,62217,699,4,4,53.61,84332,Salaried,Bachelor,1
30,244613,730,5,3,12.17,74963,Business,Bachelor,1
50,50289,774,4,2,68.88,889594,Self-Employed,Master,0
23,141023,714,4,4,29.2,227107,Salaried,Bachelor,1
58,55429,732,30,6,19.47,165536,Salaried,Master,1
49,225790,802,27,3,30.84,40084,Salaried,Bachelor,1
45,105477,653,27,0,67.68,185307,Salaried,High School,1
24,127907,697,6,4,35.17,391299,Salaried,High School,1
25,149500,785,7,1,16.47,494888,Business,Master,1
26,213548,742,8,0,40.02,533026,Business,PhD,1
39,169235,741,21,5,24.35,825975,Salaried,High School,1
38,33001,670,14,6,38.92,656753,Salaried,PhD,1
58,229654,706,1,6,10.58,735765,Salaried,High School,1
56,208793,579,7,2,55.83,191930,Self-Employed,Bachelor,0
32,89537,634,13,5,57.41,477600,Business,Master,0
44,109007,653,8,3,19.35,241519,Self-Employed,Bachelor,1
50,136964,634,7,1,51.21,31395,Salaried,High School,1
34,152795,695,16,5,40.23,408192,Salaried,Bachelor,1
59,195799,683,6,5,25.06,180913,Salaried,Master,1
22,53505,762,4,5,23.6,48837,Salaried,High School,1
54,117706,800,18,4,28.07,485747,Business,Master,1
40,103404,840,22,4,43.87,834802,Salaried,Bachelor,1
56,240767,670,1,2,49.25,464424,Self-Employed,Master,1
43,112719,630,2,1,25.49,925306,Salaried,Bachelor,1
55,157544,588,27,3,53.66,641379,Salaried,Master,0
54,115614,762,19,3,28.04,970303,Self-Employed,Master,1
41,22273,668,2,4,48.01,594739,Salaried,High School,1
58,145100,628,23,6,40.87,422388,Salaried,High School,0
28,162899,727,10,1,28.68,101315,Salaried,Bachelor,1
63,191039,585,28,2,54.41,505613,Salaried,Bachelor,1
50,206942,687,16,6,43.66,66325,Self-Employed,Bachelor,0
40,83680,609,22,3,39.21,976179,Salaried,Bachelor,1
40,168521,581,4,1,61.25,882558,Salaried,Bachelor,0
43,63439,585,4,1,59.5,682503,Business,Bachelor,0
40,50032,638,11,6,14.24,443186,Business,Bachelor,1
43,209795,688,22,0,25.59,440500,Contract,Bachelor,1
24,122905,743,6,2,22.92,116241,Self-Employed,Bachelor,1
30,168850,561,12,3,48.03,61812,Salaried,PhD,1
60,119383,660,5,0,62.48,474113,Salaried,Bachelor,1
25,139818,818,5,3,15.94,153305,Business,Master,1
52,183114,734,30,1,45.34,309836,Salaried,Bachelor,1
38,93288,737,20,1,19.97,206010,Salaried,Master,1
45,161245,773,13,0,14.79,147496,Business,Bachelor,1
37,53921,698,18,4,22.35,292025,Business,Master,1
25,168733,612,3,1,61.87,188543,Salaried,PhD,1
55,172218,683,5,2,53.3,132320,Business,Master,0
62,139413,640,20,3,28.63,127712,Salaried,High School,1
41,198423,639,23,4,42.78,7172,Business,Bachelor,1
56,173669,634,20,6,32.46,100929,Salaried,Master,0
39,54944,771,1,0,11.34,997634,Self-Employed,High School,1
43,150470,757,25,2,12.57,11818,Contract,Bachelor,1
25,33265,690,3,5,66.54,645438,Self-Employed,Master,0
53,57179,650,2,2,68.62,78749,Salaried,PhD,0
24,175493,729,6,4,38.38,77229,Salaried,Master,1
53,152530,737,0,6,5.37,487356,Business,High School,1
55,127282,681,29,5,40.68,734887,Salaried,Bachelor,1
62,201888,700,18,3,65.96,832923,Contract,Bachelor,1
46,228567,613,10,4,14.17,590574,Self-Employed,Bachelor,0
57,85837,628,26,4,13.66,763289,Business,High School,1
42,152992,662,24,3,6.35,101248,Salaried,Bachelor,1
31,164957,658,13,2,17.16,50351,Salaried,Master,0
46,38814,536,21,2,60.69,855034,Business,Bachelor,0
61,79258,655,8,0,61.8,824103,Salaried,Bachelor,0
33,147053,763,9,1,40.05,44429,Salaried,High School,1
34,172571,804,11,4,61.94,225381,Salaried,Master,1
61,27056,761,0,0,7.15,894468,Salaried,Bachelor,1
27,89640,609,9,1,61.04,707526,Salaried,Master,0
36,179274,786,2,0,58.03,243022,Self-Employed,PhD,1
40,51782,636,22,1,35.11,155645,Salaried,Master,0
65,64552,718,28,6,35.77,477940,Business,Master,1
63,38954,647,29,5,42.9,859369,Business,Bachelor,0
47,180010,756,18,0,48.64,19204,Salaried,Master,1
54,143673,721,8,1,18.25,844709,Self-Employed,High School,0
42,230402,700,0,1,23.34,692499,Salaried,Master,1
58,99495,774,9,1,18.05,622042,Salaried,Bachelor,1
57,226261,626,29,2,15.57,708306,Salaried,Bachelor,1
23,223972,738,5,6,13.47,460163,Self-Employed,Bachelor,1
47,131374,728,20,1,5.67,748081,Business,Bachelor,1
27,29572,850,9,6,34.5,869073,Salaried,High School,1
55,68985,611,23,4,63.95,35734,Business,Bachelor,1
65,172993,687,22,2,9.68,255070,Salaried,High School,1
43,144748,656,4,4,54.32,298636,Salaried,Bachelor,1
22,215931,553,4,3,45.48,393611,Salaried,Bachelor,1
44,33773,693,26,0,63.58,532120,Salaried,High School,1
22,236849,480,4,3,60.44,887174,Salaried,High School,0
56,42466,629,19,2,14.75,788342,Business,Bachelor,1
37,146989,575,19,4,38.36,715438,Salaried,Bachelor,1
31,206616,597,13,2,44.63,824183,Salaried,Bachelor,0
27,233658,659,8,0,69.81,684447,Salaried,Master,1
22,39846,644,4,1,25.39,281472,Contract,PhD,1
35,149075,850,17,4,31.7,131087,Salaried,High School,1
51,74398,599,27,1,49.01,511482,Salaried,Bachelor,0
26,193225,570,8,3,56.72,508911,Business,Bachelor,0
57,200714,809,4,4,22.31,248360,Business,Bachelor,1
49,208191,670,28,4,49.87,769024,Business,PhD,1
24,40292,614,6,3,33.63,392671,Salaried,Bachelor,0
57,96033,741,6,4,16.43,197091,Salaried,Bachelor,1
32,115554,575,14,4,42.65,22702,Salaried,High School,0
47,167014,788,23,6,44.63,233475,Business,PhD,1
45,239777,644,9,0,38.1,641980,Business,High School,1
65,88578,624,13,6,8.48,617430,Business,Bachelor,1
32,64876,564,14,4,51.39,576580,Self-Employed,Bachelor,1
37,199333,596,9,5,59.27,940129,Contract,Master,0
32,162276,728,14,3,12.33,725762,Salaried,Master,1
51,148639,695,6,6,11.97,500708,Salaried,High School,1
29,92426,633,2,3,66.07,498502,Salaried,Bachelor,0
39,194218,632,14,1,62.4,721436,Self-Employed,Bachelor,1
49,111473,679,21,2,6.73,267230,Salaried,Master,1
45,215246,562,8,1,68.0,942852,Business,Master,0
35,86628,651,5,4,64.03,343308,Business,Master,0
29,192231,647,10,0,35.42,677585,Contract,Master,1
33,211450,587,11,3,7.26,252458,Salaried,Bachelor,1
64,45777,723,30,1,53.06,557399,Self-Employed,High School,1
62,34057,684,8,0,46.48,208594,Business,High School,1
23,36269,615,0,3,13.58,772467,Salaried,Master,1
30,64290,555,10,3,54.83,180818,Self-Employed,High School,0
38,113059,701,14,5,40.37,942709,Salaried,Master,1
30,179520,650,12,5,34.0,889985,Business,Bachelor,0
56,133063,577,22,3,6.1,422755,Self-Employed,Master,1
48,174148,707,23,4,25.16,254485,Self-Employed,Master,1
23,212609,606,5,0,31.7,557923,Salaried,High School,0
40,91961,735,16,6,45.85,701349,Contract,Master,1
38,64159,617,20,6,37.95,617934,Self-Employed,Bachelor,0
57,151467,601,13,5,58.0,57222,Self-Employed,Bachelor,0
40,241619,604,5,4,32.96,199666,Self-Employed,Bachelor,1
30,200809,701,3,4,23.21,199973,Self-Employed,Master,1
54,95818,683,15,0,67.92,811699,Salaried,Master,1
42,205882,776,6,5,60.22,698003,Self-Employed,Bachelor,1
41,155012,593,13,5,22.12,794505,Self-Employed,Master,0
53,74400,783,16,4,6.45,786347,Salaried,Master,1
36,140595,733,3,6,14.92,189320,Salaried,PhD,1
62,26161,754,5,0,47.55,159260,Self-Employed,High School,1
55,36622,724,29,0,28.67,737662,Business,High School,1
56,123557,782,2,1,68.53,487901,Self-Employed,Master,1
21,101094,792,3,0,36.08,116905,Salaried,High School,0
32,211813,687,6,0,64.41,9146,Self-Employed,Bachelor,0
33,171388,699,9,1,50.94,208620,Contract,Master,1
28,46884,791,10,5,51.54,944207,Salaried,Master,1
51,120840,639,28,6,15.64,707334,Salaried,Master,1
25,114059,653,7,3,44.08,538579,Business,High School,0
64,89742,767,15,5,9.21,232099,Business,High School,1
56,217362,626,5,3,64.88,735310,Contract,Bachelor,0
45,36047,642,4,1,24.68,774048,Salaried,Bachelor,1
65,114402,626,27,0,65.44,863268,Contract,High School,0
33,148339,621,10,6,6.15,634374,Self-Employed,Master,1
55,69988,611,14,0,43.54,758778,Business,High School,0
52,107668,573,21,3,40.48,923808,Salaried,Master,0
28,33428,706,10,0,60.53,895229,Salaried,Bachelor,0
42,22489,638,24,4,51.55,183940,Business,Bachelor,0
26,119847,644,2,4,46.38,539363,Salaried,Bachelor,1
31,207258,663,13,5,66.46,934476,Self-Employed,Bachelor,0
27,119008,656,0,1,37.95,154560,Salaried,Bachelor,0
35,123397,734,17,6,57.81,603625,Self-Employed,Bachelor,1
24,83619,711,6,2,24.24,919419,Salaried,Bachelor,1
60,166116,758,15,3,13.12,239852,Salaried,Bachelor,1
54,234536,780,23,0,40.9,253528,Business,High School,1
63,178663,711,18,0,37.54,416214,Salaried,Bachelor,1
60,136963,548,10,0,22.4,919555,Business,Bachelor,1
42,162894,655,24,1,46.78,97149,Salaried,Master,1
50,83945,628,19,2,59.42,195010,Salaried,Bachelor,0
39,90737,658,14,0,48.28,546211,Business,Master,0
57,35732,620,28,2,25.24,682908,Self-Employed,Bachelor,1
58,124935,850,3,1,48.9,710006,Salaried,Bachelor,1
50,225043,517,17,4,50.98,130918,Salaried,Master,0
52,67754,704,20,0,24.46,207738,Salaried,Master,1
39,211572,682,21,0,49.83,705923,Salaried,Bachelor,1
45,207082,757,22,4,58.56,736917,Contract,PhD,0
57,38973,735,3,6,36.73,320160,Salaried,Bachelor,0
65,238589,692,8,1,9.52,331234,Self-Employed,High School,1
43,156752,750,25,2,46.81,189133,Business,Bachelor,1
32,76679,611,2,6,54.84,176382,Salaried,Bachelor,1
29,125619,674,11,1,61.95,513336,Salaried,Bachelor,1
57,213554,634,2,1,41.64,688664,Business,High School,0
37,242087,701,2,1,60.18,667660,Salaried,Master,1
55,113092,728,9,3,7.9,551873,Salaried,Bachelor,1
61,89866,626,0,1,59.97,107413,Salaried,Master,1
50,87454,850,17,6,37.97,731353,Contract,Bachelor,1
24,152872,819,2,2,67.63,74623,Salaried,Bachelor,1
61,205112,765,28,1,51.23,41767,Business,Bachelor,1
24,170568,721,0,2,69.68,982126,Self-Employed,Master,1
44,151587,681,26,4,49.73,964954,Salaried,Bachelor,1
23,126648,655,5,5,12.72,202802,Contract,Bachelor,1
29,102637,705,11,4,31.96,517166,Salaried,Master,0
31,154182,752,12,4,55.63,87869,Business,Bachelor,1
52,118836,850,18,6,25.24,615236,Self-Employed,PhD,1
63,23421,847,12,2,36.44,152928,Salaried,High School,1
60,135801,687,8,0,52.09,110579,Salaried,Bachelor,1
49,92692,616,3,2,55.17,287311,Salaried,Bachelor,0
54,119951,644,15,0,25.74,950571,Self-Employed,Bachelor,0
54,232502,706,26,0,14.79,891747,Salaried,High School,1
41,212303,672,23,5,62.24,876847,Contract,Bachelor,1
45,75717,732,2,3,66.79,968778,Contract,Master,1
41,169463,682,8,2,36.09,482069,Salaried,Master,1
40,222608,590,22,6,36.92,568881,Self-Employed,Bachelor,1
44,121259,623,4,4,69.25,667748,Business,PhD,0
25,64014,739,7,5,51.12,25662,Business,Master,1
61,44930,773,13,2,68.39,590223,Salaried,Master,0
22,205034,702,2,3,5.01,849174,Salaried,Master,1
29,23332,704,11,6,46.58,599225,Salaried,Bachelor,1
63,64609,812,29,5,32.37,869250,Salaried,Bachelor,1
28,179150,754,10,2,67.81,552251,Salaried,Bachelor,0
52,129929,760,26,0,63.56,571245,Salaried,Bachelor,1
27,120909,610,9,3,60.88,46199,Business,Bachelor,1
58,162036,532,16,2,40.84,472788,Business,High School,0
40,234348,758,19,6,55.68,545643,Salaried,Bachelor,1
35,181362,645,16,1,45.98,56653,Salaried,High School,1
59,176805,850,5,4,17.78,506433,Salaried,Master,1
48,40076,744,23,6,69.84,166582,Contract,High School,1
51,142083,734,23,3,9.6,896937,Salaried,Master,1
42,101581,663,19,2,40.69,300978,Contract,Master,1
60,189726,727,21,4,64.2,185302,Salaried,Bachelor,1
44,231606,631,5,3,66.95,485494,Business,Bachelor,0
54,224310,685,26,1,20.93,58839,Salaried,Master,1
29,66440,724,6,6,57.85,34292,Business,Bachelor,1
22,100893,686,4,2,33.38,465252,Salaried,Bachelor,0
65,101387,679,21,4,7.97,511550,Salaried,Bachelor,1
45,58275,702,15,1,53.36,888891,Salaried,Master,1
32,167067,759,14,3,47.02,973502,Salaried,Bachelor,1
24,137633,572,6,1,57.14,643401,Salaried,Master,0
60,121928,734,1,0,20.91,64919,Salaried,Bachelor,1
