age,income,credit_score,loan_amount,experience_years,debt_to_income,employment_type,existing_loans,dependents,savings,property_owned,loan_approved
42,174100,770,346579,13,0.35,Salaried,0,1,819820,Yes,Yes
25,60135,459,166513,0,0.31,Self-Employed,3,4,85341,No,Yes
24,180138,560,930574,2,0.29,Contract,5,4,507253,Yes,Yes
56,137599,658,903180,28,0.35,Self-Employed,3,4,478425,No,Yes
26,247789,554,577056,2,0.26,Business,1,0,234986,Yes,Yes
41,101470,814,407417,15,0.45,Business,1,0,848823,No,Yes
33,38910,579,245149,7,0.09,Business,5,1,907268,No,No
57,156213,416,816271,29,0.57,Contract,2,1,83626,Yes,Yes
45,63950,461,77634,24,0.16,Business,2,1,133049,No,Yes
46,204795,597,367072,23,0.46,Contract,2,1,20087,Yes,Yes
59,34225,596,754956,32,0.34,Business,5,3,285705,Yes,No
40,249322,657,518341,16,0.55,Business,3,1,651917,Yes,Yes
53,236195,817,234605,29,0.59,Business,2,4,698610,Yes,Yes
34,50959,677,273402,12,0.18,Contract,0,1,940211,Yes,Yes
56,67192,725,348588,32,0.49,Business,5,4,784794,Yes,Yes
37,97711,836,824088,11,0.17,Contract,2,4,663388,No,Yes
41,159123,468,515837,18,0.13,Contract,4,1,628530,No,Yes
36,220500,814,700774,9,0.65,Contract,4,1,670980,No,Yes
36,21449,663,68211,11,0.16,Self-Employed,1,2,204388,No,Yes
40,190167,729,990173,15,0.2,Business,3,4,10292,Yes,Yes
49,122213,382,104711,24,0.13,Contract,5,1,124155,No,Yes
48,227001,629,269763,25,0.36,Self-Employed,4,1,986305,No,Yes
28,178262,432,939424,6,0.65,Salaried,0,2,833192,No,Yes
44,118245,756,120047,15,0.22,Contract,1,3,611051,Yes,Yes
23,115069,652,396136,0,0.4,Contract,4,4,494158,No,Yes
45,175213,643,925122,20,0.32,Business,2,4,561286,No,Yes
39,41908,393,930733,18,0.27,Contract,4,2,128379,No,No
53,122847,681,818304,24,0.42,Salaried,4,3,313607,Yes,Yes
22,138910,594,948202,0,0.41,Contract,1,0,413921,Yes,Yes
35,181394,497,476669,12,0.28,Contract,3,2,234521,Yes,Yes
42,199782,378,956078,19,0.6,Business,2,1,83529,No,No
30,32012,850,869884,1,0.08,Contract,2,1,501622,Yes,Yes
38,183961,513,753129,11,0.11,Salaried,2,1,15634,No,Yes
42,35412,458,178013,20,0.69,Self-Employed,2,0,285140,Yes,No
47,245222,500,798409,18,0.54,Business,3,1,233030,Yes,Yes
33,128030,321,274895,7,0.57,Self-Employed,2,0,462491,Yes,Yes
53,42657,638,58532,27,0.44,Salaried,3,2,351965,Yes,No
25,23656,541,849323,4,0.32,Contract,1,0,38972,Yes,No
46,158039,537,899678,24,0.46,Self-Employed,0,1,931256,No,Yes
33,234030,448,345645,10,0.11,Business,3,4,734319,No,Yes
47,164836,306,837928,26,0.54,Self-Employed,2,1,386489,Yes,Yes
34,33873,532,851586,6,0.4,Contract,1,0,498992,Yes,No
44,112485,376,569989,15,0.67,Self-Employed,1,0,901717,Yes,Yes
23,127383,788,126682,0,0.46,Salaried,4,3,342253,No,Yes
50,200102,386,632763,30,0.15,Contract,4,3,711957,No,Yes
55,216879,521,710810,35,0.36,Contract,0,3,456942,No,Yes
34,19607,712,742763,7,0.09,Contract,0,1,419473,Yes,Yes
32,168595,501,572678,7,0.53,Salaried,4,0,225087,Yes,Yes
48,66447,575,264724,19,0.38,Business,5,3,574959,Yes,Yes
64,67757,520,883223,38,0.29,Salaried,4,4,855624,Yes,Yes
49,242598,456,601577,24,0.68,Contract,1,2,183124,Yes,Yes
63,87201,480,761039,40,0.66,Contract,3,2,920509,No,No
37,146765,428,466325,15,0.67,Self-Employed,4,3,500927,No,No
60,230916,542,879871,33,0.19,Salaried,2,3,348472,Yes,Yes
41,220460,471,991919,18,0.52,Business,3,3,378746,Yes,Yes
43,23462,802,919771,16,0.66,Contract,5,2,328991,No,No
40,134832,779,846613,18,0.42,Salaried,3,3,293827,Yes,Yes
31,180867,569,410396,10,0.19,Contract,2,4,61979,No,Yes
54,218878,720,775606,28,0.58,Business,2,4,217118,Yes,Yes
30,66465,462,812343,10,0.62,Business,2,4,18404,Yes,No
30,210181,323,340539,8,0.51,Self-Employed,1,4,747636,Yes,Yes
63,108027,796,653324,40,0.24,Self-Employed,4,0,34084,No,Yes
26,68528,492,477425,2,0.17,Self-Employed,5,3,245416,No,Yes
56,54230,689,347302,35,0.46,Business,4,1,555488,Yes,Yes
44,66242,796,116920,15,0.36,Salaried,1,0,522967,Yes,Yes
32,214955,428,986044,8,0.48,Salaried,3,1,397062,Yes,Yes
63,132688,842,685728,40,0.12,Business,1,1,658093,No,Yes
43,247438,335,971900,15,0.14,Business,4,0,400944,Yes,Yes
47,19783,756,968895,18,0.29,Salaried,0,3,918225,Yes,Yes
65,46390,660,499790,37,0.22,Contract,1,0,122416,Yes,Yes
57,157489,514,563339,30,0.45,Salaried,0,2,589315,Yes,Yes
26,90102,586,955920,2,0.29,Business,0,4,846763,Yes,Yes
21,35426,668,590940,0,0.49,Salaried,5,0,787305,No,No
26,48750,768,660125,0,0.55,Salaried,2,0,834104,No,No
42,76188,485,321860,21,0.17,Business,2,2,142992,Yes,Yes
61,28872,773,65568,39,0.65,Contract,2,4,838478,No,Yes
44,112231,360,976173,23,0.56,Business,0,1,758962,No,No
45,147860,561,250879,16,0.46,Self-Employed,4,2,365759,No,No
35,197158,410,885822,15,0.64,Self-Employed,2,3,463098,No,Yes
46,84770,440,129792,24,0.22,Salaried,5,0,279350,No,Yes
28,249360,834,796081,5,0.32,Business,2,0,649123,Yes,Yes
44,243440,378,990890,16,0.11,Contract,3,2,527964,No,Yes
58,142158,793,966921,37,0.35,Salaried,5,0,626613,No,Yes
26,101514,330,860584,0,0.38,Business,0,4,552742,No,No
55,237249,815,981938,35,0.45,Salaried,0,4,76443,Yes,Yes
62,110663,808,734360,34,0.09,Salaried,2,2,422933,No,Yes
21,183792,365,602261,0,0.07,Business,3,2,713191,No,Yes
56,167151,809,161036,29,0.32,Contract,3,2,809841,Yes,Yes
32,166410,670,432617,10,0.17,Contract,1,3,384240,Yes,Yes
58,152363,586,87861,31,0.54,Self-Employed,1,0,629014,No,Yes
31,223156,475,711798,3,0.48,Contract,2,1,319042,No,Yes
32,130808,422,718089,6,0.26,Self-Employed,5,1,405533,No,Yes
62,128091,530,538218,39,0.08,Business,0,1,835059,Yes,Yes
59,117272,303,469623,34,0.17,Salaried,5,2,128799,No,Yes
27,67393,711,800458,2,0.5,Salaried,3,3,431613,Yes,Yes
31,111558,549,662382,10,0.69,Contract,3,3,746918,Yes,Yes
56,87770,786,403410,35,0.26,Salaried,3,1,537633,Yes,Yes
51,44720,644,616999,27,0.57,Business,0,1,714732,Yes,No
53,31368,632,176478,33,0.61,Contract,1,3,523926,Yes,No
33,203385,752,404741,9,0.08,Contract,2,2,507219,Yes,Yes
38,65969,457,530581,9,0.65,Self-Employed,1,2,169000,No,No
61,66838,569,150637,39,0.35,Business,3,1,418096,Yes,Yes
44,26734,717,676978,22,0.68,Self-Employed,5,4,274754,Yes,No
29,125187,739,128191,2,0.4,Contract,5,2,73447,Yes,Yes
51,117329,328,922933,29,0.2,Self-Employed,3,4,124454,Yes,Yes
61,161269,634,236922,39,0.68,Business,0,0,997953,Yes,Yes
30,86895,537,918284,10,0.21,Self-Employed,0,2,800164,Yes,Yes
22,138424,452,254967,0,0.62,Contract,0,4,434934,Yes,Yes
58,205903,414,195244,29,0.16,Self-Employed,2,0,207182,Yes,Yes
35,119255,698,512294,6,0.49,Contract,4,0,696201,No,Yes
23,76073,331,832249,0,0.32,Contract,5,1,623743,No,No
63,221997,831,694862,36,0.68,Self-Employed,4,4,602410,No,Yes
51,229560,352,196601,29,0.17,Salaried,5,1,959456,Yes,Yes
26,243683,494,910022,1,0.32,Business,2,0,367364,Yes,Yes
23,233547,604,155218,2,0.47,Contract,5,2,923561,No,No
31,199374,644,614569,9,0.69,Salaried,2,2,289826,No,Yes
35,33624,381,385949,12,0.25,Business,2,2,414704,Yes,No
65,216343,300,913058,37,0.31,Salaried,1,4,18249,Yes,Yes
48,42315,466,509860,25,0.35,Self-Employed,5,3,588298,Yes,No
30,35422,616,632523,4,0.21,Contract,2,1,880639,Yes,No
58,188209,482,923108,31,0.58,Salaried,1,3,552195,Yes,Yes
27,90663,572,509976,3,0.11,Salaried,5,3,982038,Yes,Yes
35,119216,672,849308,14,0.51,Business,0,0,475886,Yes,Yes
38,197304,661,893112,11,0.4,Business,5,1,261110,No,Yes
38,227214,500,458313,14,0.21,Contract,3,0,684190,Yes,Yes
61,50743,491,779652,37,0.37,Salaried,4,3,910161,No,No
44,248618,640,708219,18,0.59,Contract,3,0,702204,No,No
22,164708,598,337021,0,0.34,Business,4,0,399569,Yes,Yes
60,239956,805,982132,38,0.13,Contract,0,4,783328,No,Yes
40,28108,439,914549,14,0.08,Self-Employed,4,1,418033,Yes,No
54,222706,605,713660,34,0.56,Contract,0,1,340158,Yes,Yes
63,54180,495,576700,40,0.26,Self-Employed,5,3,732989,No,No
46,36883,360,413095,23,0.66,Contract,3,2,18024,No,No
27,62400,659,929269,2,0.45,Contract,1,0,708351,No,Yes
58,195071,606,784701,33,0.33,Self-Employed,5,1,806362,No,Yes
50,65951,779,970842,21,0.42,Business,5,2,705851,No,Yes
62,156232,632,371628,35,0.35,Contract,4,1,926104,Yes,Yes
25,73262,382,842236,5,0.64,Business,5,3,191318,Yes,No
31,169001,633,958351,5,0.35,Salaried,2,0,261658,Yes,Yes
21,101133,816,627963,0,0.12,Business,1,4,376194,Yes,Yes
54,160195,773,406989,29,0.44,Salaried,1,3,96583,Yes,Yes
21,133106,693,834751,0,0.45,Business,0,3,429971,No,Yes
39,177429,679,660021,11,0.55,Business,3,3,794764,Yes,Yes
22,88496,320,62392,0,0.66,Salaried,2,2,761908,Yes,Yes
41,182628,476,912416,14,0.34,Self-Employed,3,3,424580,No,Yes
40,232863,662,725389,18,0.28,Business,3,4,902193,Yes,Yes
43,79934,321,639551,18,0.37,Salaried,1,0,762975,No,Yes
41,96886,847,601385,20,0.64,Business,2,1,236920,Yes,Yes
44,48881,549,505740,16,0.69,Business,4,2,424766,Yes,No
24,36409,372,151721,3,0.68,Business,2,3,597805,Yes,No
32,204488,390,721755,8,0.2,Business,0,1,435589,Yes,Yes
42,116171,475,990497,17,0.37,Contract,5,3,197437,No,No
40,217054,425,112088,17,0.22,Business,1,0,176735,No,Yes
38,179729,503,372754,12,0.29,Salaried,2,4,109909,No,Yes
21,235815,545,790425,0,0.07,Business,0,4,535856,No,Yes
50,66951,570,329402,24,0.15,Salaried,4,2,779073,No,Yes
53,26752,343,273617,27,0.31,Salaried,3,1,751134,Yes,No
44,135339,847,188375,15,0.29,Self-Employed,3,1,250403,Yes,Yes
34,162512,467,820931,5,0.23,Salaried,0,4,693467,Yes,Yes
56,62864,734,848609,28,0.2,Salaried,1,0,114444,No,Yes
25,198763,329,981251,4,0.54,Self-Employed,3,2,578190,Yes,Yes
31,90035,656,409462,7,0.24,Business,1,3,178023,Yes,Yes
44,104675,790,303470,15,0.51,Contract,1,2,72503,No,Yes
51,229375,547,71823,23,0.29,Self-Employed,3,4,303407,Yes,Yes
33,40343,552,260790,12,0.57,Contract,4,3,934136,Yes,No
36,242320,681,155312,14,0.16,Business,5,2,333680,Yes,Yes
44,37673,835,128812,18,0.15,Business,2,0,41343,No,Yes
33,209026,718,518523,5,0.49,Contract,5,1,752125,Yes,Yes
44,203770,422,586251,22,0.64,Contract,3,3,846107,No,No
46,113024,593,468144,17,0.14,Salaried,2,2,151582,Yes,Yes
22,44520,442,418610,0,0.1,Business,1,0,621514,Yes,No
36,33784,810,916817,9,0.66,Self-Employed,4,2,137675,No,No
58,135446,356,928050,35,0.13,Self-Employed,1,3,760151,No,Yes
21,56079,341,774383,0,0.21,Business,4,0,353811,Yes,No
31,62220,420,306803,4,0.65,Contract,5,1,939818,No,No
55,169563,642,666429,27,0.57,Contract,5,0,611188,No,No
63,130878,631,846470,40,0.27,Self-Employed,5,2,672969,Yes,Yes
49,134583,755,417985,29,0.67,Contract,0,2,215492,No,Yes
57,66720,736,414478,33,0.42,Self-Employed,5,2,522973,No,Yes
37,249876,640,839870,8,0.1,Salaried,4,2,897802,Yes,Yes
59,32718,640,609439,37,0.51,Salaried,4,2,682294,No,No
62,184669,715,842599,37,0.4,Salaried,5,4,615582,Yes,Yes
48,79217,481,587460,28,0.42,Business,1,0,94242,Yes,Yes
49,247423,563,756663,26,0.7,Contract,5,0,768388,No,No
63,118668,509,938219,38,0.15,Salaried,5,0,59165,No,Yes
23,175904,822,787853,2,0.48,Self-Employed,3,0,291926,No,Yes
30,203890,481,211432,3,0.35,Salaried,3,3,138901,No,Yes
62,246470,743,640598,39,0.23,Contract,2,2,143025,Yes,Yes
34,161936,550,503925,13,0.5,Self-Employed,0,4,127463,No,Yes
32,106378,437,138950,12,0.48,Salaried,4,3,585100,No,No
62,26177,517,660546,35,0.61,Contract,2,0,686632,Yes,No
50,195187,753,359589,21,0.62,Self-Employed,5,0,601272,Yes,Yes
52,140318,386,664229,32,0.42,Salaried,4,4,865857,Yes,Yes
52,205282,592,479914,26,0.26,Salaried,4,0,178046,Yes,Yes
62,201026,391,208328,36,0.39,Contract,0,0,775518,Yes,Yes
52,129145,507,543740,27,0.28,Salaried,0,0,490937,No,Yes
46,160916,503,346351,19,0.23,Contract,2,0,510034,Yes,Yes
21,223202,485,695222,0,0.41,Salaried,3,3,502387,No,No
62,31418,384,965615,40,0.48,Self-Employed,4,3,337105,No,No
22,183926,455,942160,2,0.43,Salaried,1,3,976165,No,No
37,237716,592,417148,17,0.67,Business,2,0,695723,Yes,Yes
50,225027,832,992655,25,0.24,Salaried,4,1,648815,Yes,Yes
59,106075,460,269331,33,0.29,Contract,0,3,289398,No,Yes
27,193022,685,104236,0,0.48,Salaried,5,2,673768,No,Yes
47,83227,784,874710,19,0.44,Business,0,2,436496,Yes,Yes
29,161907,802,388853,0,0.05,Self-Employed,0,1,904891,Yes,Yes
42,35533,455,754581,18,0.25,Business,0,4,942246,Yes,No
54,244123,442,684548,34,0.21,Self-Employed,5,2,140820,No,Yes
21,119457,583,521882,0,0.6,Business,3,4,560511,Yes,No
29,125504,334,359494,5,0.61,Business,3,2,313714,Yes,Yes
40,236930,523,208024,15,0.23,Business,4,1,170842,Yes,Yes
39,159295,692,961517,11,0.12,Self-Employed,4,3,871838,Yes,Yes
56,142202,707,698085,35,0.18,Salaried,2,4,524500,Yes,Yes
60,28273,687,847369,38,0.16,Contract,0,4,604661,Yes,Yes
65,51519,596,613784,39,0.2,Salaried,0,1,764563,Yes,Yes
24,173232,622,167221,2,0.2,Business,5,4,823995,No,Yes
29,145024,787,860226,8,0.36,Self-Employed,1,2,725337,Yes,Yes
61,223457,338,174717,35,0.26,Self-Employed,1,3,955096,Yes,Yes
42,142540,804,764080,15,0.41,Salaried,0,0,49968,Yes,Yes
38,240264,802,730345,10,0.27,Self-Employed,1,1,52171,No,Yes
32,198060,836,855823,11,0.58,Self-Employed,1,4,935637,No,Yes
62,159420,615,122406,40,0.67,Business,0,4,824637,No,Yes
63,101460,795,923486,37,0.31,Self-Employed,3,4,76330,No,Yes
59,122471,416,545762,36,0.08,Self-Employed,3,4,781946,Yes,Yes
29,122668,641,858425,5,0.21,Business,4,1,798507,Yes,Yes
26,85519,539,354783,6,0.12,Salaried,3,2,622781,No,Yes
39,108426,744,866152,14,0.27,Contract,0,2,647985,Yes,Yes
27,32629,786,190978,0,0.47,Contract,1,3,826540,Yes,Yes
36,67056,710,638108,9,0.39,Contract,0,3,424303,Yes,Yes
25,29273,597,657405,5,0.21,Salaried,2,0,499598,Yes,No
36,138484,351,899670,15,0.55,Self-Employed,1,2,890184,Yes,Yes
21,115275,603,802185,0,0.14,Business,0,1,829835,Yes,Yes
57,189488,587,966246,36,0.2,Salaried,4,2,662437,No,Yes
59,156966,417,156390,31,0.49,Contract,4,2,584202,No,No
39,64073,723,913376,14,0.18,Self-Employed,1,3,885406,No,Yes
57,63693,508,405212,33,0.49,Contract,3,4,833834,No,No
37,200538,426,577481,11,0.69,Contract,4,4,674265,Yes,Yes
46,42343,592,877418,17,0.59,Contract,5,2,599946,Yes,No
42,61095,818,55220,15,0.15,Salaried,2,2,130920,No,Yes
28,180246,521,724717,0,0.39,Self-Employed,5,2,235851,Yes,Yes
53,199873,376,89299,28,0.32,Contract,5,2,552026,No,Yes
22,140388,637,724909,0,0.69,Salaried,5,3,968535,No,No
50,221508,574,853906,24,0.68,Business,1,2,315044,Yes,Yes
40,132441,416,107593,19,0.13,Business,2,2,661719,Yes,Yes
38,218408,591,705501,11,0.64,Salaried,1,0,346164,No,Yes
63,118782,570,918618,40,0.18,Business,3,0,628391,No,Yes
30,191998,746,942455,10,0.26,Contract,0,2,92541,Yes,Yes
44,90590,456,594982,22,0.28,Salaried,5,4,916365,No,Yes
24,187899,483,419135,0,0.24,Salaried,1,1,196927,No,Yes
57,126263,723,197935,34,0.6,Business,0,0,925350,Yes,Yes
24,193847,315,314834,0,0.26,Self-Employed,1,2,533515,No,Yes
33,190273,397,164153,4,0.58,Business,3,0,942852,No,No
45,47373,599,357200,23,0.7,Contract,2,2,401639,No,No
33,45525,721,826047,10,0.6,Self-Employed,0,4,454684,Yes,Yes
38,145716,606,988824,16,0.27,Self-Employed,2,4,781957,No,Yes
44,122513,573,642251,22,0.51,Contract,1,0,484342,No,Yes
22,221723,560,992923,1,0.4,Self-Employed,5,1,112714,No,Yes
53,147401,538,615120,28,0.56,Salaried,1,1,651924,Yes,Yes
39,114643,631,741343,10,0.15,Self-Employed,3,1,696606,Yes,Yes
29,179558,414,72365,4,0.46,Self-Employed,1,1,576807,Yes,Yes
48,227676,567,971415,19,0.55,Business,3,3,535130,No,No
55,167712,311,791357,32,0.54,Salaried,1,2,588487,No,Yes
59,115694,372,167037,32,0.68,Contract,5,4,99040,Yes,Yes
30,210527,705,968153,5,0.09,Salaried,2,1,582167,Yes,Yes
21,54136,477,862901,0,0.27,Self-Employed,1,3,517497,Yes,Yes
62,211497,558,822904,37,0.36,Business,0,2,584935,No,Yes
41,74539,699,929794,13,0.25,Contract,4,3,859526,No,Yes
29,230736,569,833637,7,0.25,Contract,0,0,622197,No,Yes
35,174014,785,917471,13,0.16,Self-Employed,0,0,789226,No,Yes
55,86363,358,355490,34,0.58,Salaried,3,1,414649,No,No
25,207668,565,661786,0,0.64,Business,1,0,170882,Yes,Yes
61,99526,374,484100,36,0.1,Salaried,2,2,592278,No,Yes
42,53255,389,936090,16,0.15,Salaried,1,1,293642,Yes,Yes
61,211201,804,985181,35,0.2,Contract,4,3,837390,Yes,Yes
43,234595,656,110390,19,0.38,Salaried,1,4,905347,Yes,Yes
27,136209,453,921610,2,0.56,Salaried,4,4,602023,No,No
43,211358,517,511465,17,0.1,Contract,4,4,697386,Yes,Yes
64,104437,785,112635,40,0.46,Contract,0,2,888052,No,Yes
45,165349,839,910563,16,0.15,Salaried,4,1,741774,Yes,Yes
47,150715,429,915747,21,0.68,Contract,4,0,559228,Yes,Yes
61,133900,365,113734,40,0.63,Business,5,1,721170,No,No
26,41729,443,586452,1,0.67,Business,2,3,581349,No,No
54,235695,679,103184,27,0.12,Salaried,5,4,119103,Yes,Yes
29,39818,612,510298,9,0.37,Self-Employed,3,1,91637,Yes,No
53,83555,706,141964,33,0.16,Contract,1,1,741029,No,Yes
26,116979,706,271996,1,0.44,Self-Employed,2,0,643767,Yes,Yes
57,71629,576,151678,33,0.2,Contract,3,3,904255,No,Yes
51,133296,708,927473,29,0.55,Contract,0,4,769984,No,Yes
54,73438,613,128709,25,0.47,Salaried,2,0,218156,Yes,Yes
61,27457,848,603868,32,0.42,Business,2,4,524761,No,No
49,208701,548,537403,23,0.59,Self-Employed,0,0,716576,Yes,Yes
34,51922,760,762152,8,0.38,Business,4,0,454137,Yes,Yes
56,158892,698,466534,30,0.23,Business,0,4,309526,No,Yes
56,181822,750,719987,31,0.45,Self-Employed,1,3,204730,Yes,Yes
35,126122,770,383758,12,0.67,Contract,0,2,347186,Yes,Yes
28,120020,733,479307,0,0.44,Self-Employed,2,2,359863,Yes,Yes
46,186862,745,835995,18,0.46,Business,0,1,411090,No,Yes
56,106405,402,254974,30,0.66,Self-Employed,1,1,43996,Yes,Yes
41,134130,627,588732,15,0.38,Salaried,4,3,923541,Yes,Yes
48,183493,545,329891,21,0.7,Contract,4,2,48352,Yes,Yes
24,86038,357,798367,0,0.15,Contract,3,1,263697,Yes,No
36,231273,404,714589,8,0.4,Self-Employed,5,2,811318,Yes,Yes
42,80325,368,163332,17,0.19,Contract,3,2,976245,Yes,Yes
32,43600,601,787200,6,0.34,Contract,1,2,983344,No,No
36,178466,452,795231,10,0.16,Business,3,1,488569,No,Yes
60,228694,836,429843,32,0.19,Business,4,1,57254,Yes,Yes
58,185243,334,904058,32,0.19,Contract,5,3,867971,Yes,Yes
62,248611,314,894236,40,0.26,Contract,4,0,352048,No,Yes
57,79526,405,491445,32,0.14,Business,3,1,975720,No,Yes
49,31149,373,344512,24,0.58,Contract,0,4,543986,No,No
38,179466,584,60944,12,0.19,Contract,4,0,971053,Yes,Yes
30,163468,849,999256,5,0.32,Business,3,2,621080,Yes,Yes
62,172396,496,345060,39,0.06,Business,3,3,685677,No,Yes
59,196270,579,332961,34,0.12,Business,1,4,496525,No,Yes
38,231777,452,313277,16,0.63,Salaried,1,4,98125,No,Yes
21,130168,590,558257,1,0.59,Business,4,0,822743,Yes,No
59,127813,441,681891,39,0.6,Contract,2,3,144470,Yes,Yes
41,109779,611,437626,17,0.32,Business,3,0,53753,Yes,Yes
21,180088,331,428945,0,0.14,Salaried,0,1,80362,No,Yes
35,152266,325,209742,13,0.12,Business,2,2,347048,No,Yes
24,50398,554,236234,3,0.44,Business,3,3,408510,No,No
40,22789,355,364981,13,0.59,Salaried,2,1,801858,Yes,No
30,234767,592,217046,2,0.64,Self-Employed,3,2,926439,No,No
43,82967,529,182181,15,0.24,Self-Employed,3,2,435755,No,Yes
61,210206,352,603043,40,0.26,Business,2,1,497777,Yes,Yes
54,219958,400,158473,27,0.12,Self-Employed,1,3,343001,Yes,Yes
53,116837,766,336946,32,0.55,Self-Employed,3,4,913804,No,Yes
54,174049,566,639059,28,0.23,Contract,4,0,170675,No,Yes
59,119967,301,356043,32,0.36,Contract,2,3,322270,No,Yes
30,149201,321,223044,10,0.65,Contract,5,4,779724,Yes,Yes
40,77683,511,439139,13,0.54,Salaried,1,4,302197,Yes,Yes
21,63331,535,774002,0,0.08,Self-Employed,0,4,484946,Yes,Yes
33,52626,828,217776,13,0.06,Business,3,0,196059,Yes,Yes
21,197575,687,814658,0,0.56,Salaried,5,0,214704,Yes,Yes
25,176621,313,911626,0,0.41,Self-Employed,3,0,517069,Yes,No
36,30342,818,683772,14,0.52,Business,5,4,733609,No,No
35,54417,521,255069,8,0.15,Salaried,4,1,514767,Yes,Yes
48,225586,702,365102,20,0.62,Contract,1,0,375047,Yes,Yes
51,201321,812,924901,30,0.55,Business,3,4,228856,No,Yes
43,70664,586,92491,23,0.63,Contract,5,3,759494,Yes,Yes
65,26833,683,582783,38,0.27,Self-Employed,1,4,656376,No,Yes
63,78658,546,639469,34,0.23,Business,3,0,525333,No,No
37,248099,390,571500,12,0.15,Contract,5,0,533330,Yes,Yes
54,178545,611,803187,25,0.65,Contract,0,0,979946,Yes,Yes
33,149809,736,753472,13,0.16,Self-Employed,5,1,197368,No,Yes
34,112965,342,849529,12,0.13,Self-Employed,4,2,575005,Yes,Yes
31,195719,373,464748,3,0.18,Self-Employed,0,1,255360,Yes,Yes
48,82054,615,212182,20,0.55,Self-Employed,0,3,654016,No,Yes
62,19299,443,753903,37,0.63,Self-Employed,5,0,442202,Yes,No
52,212353,628,559944,30,0.58,Salaried,2,2,704003,Yes,Yes
55,83875,508,614990,28,0.42,Contract,0,3,375810,Yes,Yes
51,181992,398,505564,26,0.7,Self-Employed,4,4,847264,Yes,Yes
37,203908,413,963333,17,0.09,Contract,4,2,444870,No,Yes
29,191453,474,730077,4,0.61,Salaried,5,1,118731,Yes,Yes
30,132286,570,892373,6,0.33,Business,3,0,309181,No,Yes
28,234043,362,416223,1,0.35,Contract,5,2,211662,No,Yes
41,116730,703,157304,20,0.13,Contract,0,3,329919,No,Yes
33,74298,524,395011,7,0.07,Contract,1,1,807757,Yes,Yes
25,173581,460,700580,0,0.26,Business,2,3,966147,Yes,Yes
26,139035,335,617540,6,0.16,Salaried,5,3,35743,Yes,Yes
50,191167,680,886349,23,0.36,Contract,2,0,839819,Yes,Yes
51,200596,617,159419,26,0.15,Salaried,2,2,141306,No,Yes
37,127825,755,286548,15,0.14,Contract,4,3,775376,No,Yes
31,133637,568,857831,7,0.62,Contract,4,1,158271,No,No
40,215981,643,403194,14,0.65,Contract,3,3,336197,No,No
29,90618,339,52496,1,0.68,Business,0,3,712909,Yes,Yes
22,43532,713,80985,0,0.49,Salaried,4,1,771221,Yes,Yes
57,126197,679,165950,36,0.55,Salaried,2,4,937694,No,Yes
21,148860,521,678985,0,0.59,Self-Employed,4,3,75696,Yes,No
24,78285,580,988938,0,0.48,Contract,5,1,683990,Yes,No
56,36866,524,612466,29,0.26,Business,0,0,734295,No,No
45,156665,756,869742,21,0.15,Contract,4,2,369028,No,Yes
23,27495,453,126407,1,0.2,Salaried,5,1,486073,Yes,No
29,25837,579,980894,9,0.6,Salaried,0,1,312202,No,No
42,225780,652,126682,13,0.5,Contract,3,2,376109,Yes,Yes
43,167752,338,171352,23,0.35,Salaried,4,1,842006,Yes,Yes
32,204548,788,98577,11,0.07,Contract,0,4,676535,Yes,Yes
30,48346,497,139643,6,0.22,Contract,5,0,254028,No,No
54,126621,575,626221,32,0.52,Self-Employed,5,4,726268,No,No
63,41412,471,553951,37,0.38,Business,0,3,646092,Yes,No
30,237471,807,851911,9,0.33,Business,5,0,770127,Yes,Yes
50,136833,704,388863,29,0.25,Salaried,1,3,328006,No,Yes
42,179876,570,396676,20,0.44,Salaried,3,2,922194,No,No
26,83206,430,471440,6,0.68,Self-Employed,4,1,656233,No,No
22,28934,684,231423,1,0.64,Salaried,1,1,881851,Yes,Yes
50,48723,696,197245,26,0.07,Salaried,4,0,715337,No,Yes
22,145968,595,912840,0,0.36,Contract,2,1,119729,Yes,Yes
52,169477,682,89800,23,0.26,Self-Employed,2,1,701711,Yes,Yes
62,167820,811,732784,37,0.38,Contract,0,3,465261,Yes,Yes
36,219838,694,728067,15,0.44,Contract,1,4,779278,Yes,Yes
32,195485,559,513440,5,0.18,Salaried,0,1,638189,Yes,Yes
21,171426,580,62854,0,0.56,Contract,0,3,11464,No,No
28,223562,655,939522,6,0.36,Business,0,4,702892,Yes,Yes
33,139988,719,184753,9,0.69,Business,2,1,252852,Yes,Yes
35,237747,491,989117,8,0.07,Business,5,0,374267,Yes,Yes
64,166460,727,856311,36,0.17,Self-Employed,0,0,305256,Yes,Yes
28,54523,647,842510,8,0.5,Self-Employed,5,0,675667,Yes,No
30,119150,728,164166,7,0.5,Business,5,2,695885,Yes,Yes
25,138950,691,881893,0,0.43,Business,0,0,847882,No,Yes
39,206765,640,554793,14,0.68,Contract,0,1,510736,No,Yes
58,184804,846,933324,30,0.32,Self-Employed,0,1,777687,Yes,Yes
31,59646,701,626602,11,0.32,Salaried,1,0,13700,Yes,Yes
63,170093,346,77941,39,0.64,Salaried,4,0,767171,No,No
40,242310,724,968920,11,0.4,Self-Employed,1,3,654664,Yes,Yes
40,70776,816,266100,20,0.28,Contract,3,4,411208,No,Yes
41,37116,627,304468,16,0.52,Business,5,0,870481,Yes,No
